"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Communications","50","50","37110","38440"
"Leaver Dept.","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","No function","820","810","33540","32120"
"Leaver Dept.","2021","Unknown","SEO/HEO","Project Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","350","250","35670","35070"
"Leaver Dept.","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","No function","180","170","21200","21260"
"Leaver Dept.","2022","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","No function","360","340","27490","27570"
"Leaver Dept.","2022","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","No function","170","150","56810","54340"
"Leaver Dept.","2022","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","No function","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","No function","420","390","35060","34290"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Debt","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Grants Management","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","No function","1410","1290","21270","21260"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA/AO","Unknown","510","480","22050","21680"
"Leaver Dept.","2022","Declared non-disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Counter Fraud","50","50","27830","27570"
"Leaver Dept.","2022","Declared non-disabled","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Digital, Data & Technology","70","60","27660","27460"
"Leaver Dept.","2022","Declared non-disabled","EO","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Human Resources","130","130","27190","27570"
"Leaver Dept.","2022","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","No function","2360","2270","27100","27570"
"Leaver Dept.","2022","Declared non-disabled","EO","Project Delivery","90","90","24520","25500"
"Leaver Dept.","2022","Declared non-disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Unknown","680","650","26660","25440"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Analysis","80","70","56670","54400"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Commercial","60","60","59170","55600"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Communications","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Digital, Data & Technology","120","120","58180","56280"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Finance","90","90","57930","56390"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Human Resources","90","90","57850","57500"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Legal","60","50","60020","58490"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","No function","1710","1620","57550","54700"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Project Delivery","120","110","57200","56200"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6/G7","Unknown","350","290","60930","57740"
"Leaver Dept.","2022","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","No function","350","310","96240","95140"
"Leaver Dept.","2022","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Analysis","160","160","36870","36650"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Commercial","100","90","37060","36800"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Communications","150","140","36530","35900"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Digital, Data & Technology","230","220","36610","36330"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Finance","150","150","36730","35590"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Human Resources","210","200","34890","33930"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","No function","3210","3050","35520","34860"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Project Delivery","230","230","35080","35310"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Security","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO/HEO","Unknown","680","580","37690","37320"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","No function","100","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","No function","90","80","21460","21260"
"Leaver Dept.","2022","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","No function","150","140","27210","27570"
"Leaver Dept.","2022","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","No function","70","70","56380","53600"
"Leaver Dept.","2022","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Security","[c]","[c]","[c]","[c]"
