"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Heterosexual / straight","210","210","41140","36780"
"Leaver Dept.","2022","Female","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","210","200","28750","24920"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Heterosexual / straight","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Heterosexual / straight","160","150","39510","36340"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Heterosexual / straight","200","190","35510","32180"
"Leaver Dept.","2022","Female","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Unknown","80","80","35200","31040"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Heterosexual / straight","1340","1290","29190","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","LGBO","90","80","28150","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Undeclared","130","120","29810","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Unknown","300","280","30980","27570"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Heterosexual / straight","3310","2860","39590","34530"
"Leaver Dept.","2022","Female","Department of Health and Social Care","LGBO","180","150","36600","32330"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Undeclared","1020","410","41900","37260"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Unknown","680","610","48460","40570"
"Leaver Dept.","2022","Female","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Unknown","720","690","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Heterosexual / straight","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Heterosexual / straight","530","500","35210","28760"
"Leaver Dept.","2022","Female","Home Office","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Undeclared","50","50","37730","35050"
"Leaver Dept.","2022","Female","Home Office","Unknown","120","110","33740","28650"
"Leaver Dept.","2022","Female","Ministry of Defence","Heterosexual / straight","400","380","34500","32710"
"Leaver Dept.","2022","Female","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","Heterosexual / straight","790","760","31670","26450"
"Leaver Dept.","2022","Female","Ministry of Justice","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","Undeclared","80","80","35570","33270"
"Leaver Dept.","2022","Female","Ministry of Justice","Unknown","180","170","28550","23700"
"Leaver Dept.","2022","Female","National Crime Agency","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Heterosexual / straight","70","70","32230","29540"
"Leaver Dept.","2022","Female","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Heterosexual / straight","60","50","42610","31560"
"Leaver Dept.","2022","Male","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cabinet Office","Heterosexual / straight","350","350","45620","38070"
"Leaver Dept.","2022","Male","Cabinet Office","LGBO","50","50","43470","39400"
"Leaver Dept.","2022","Male","Cabinet Office","Undeclared","50","50","42180","34640"
"Leaver Dept.","2022","Male","Cabinet Office","Unknown","380","380","39220","32000"
"Leaver Dept.","2022","Male","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","240","230","45040","40050"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Unknown","80","80","37040","34450"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Heterosexual / straight","70","70","48270","51730"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Heterosexual / straight","130","130","43480","39870"
"Leaver Dept.","2022","Male","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Heterosexual / straight","140","140","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Heterosexual / straight","120","110","43010","39600"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Heterosexual / straight","190","190","38150","34710"
"Leaver Dept.","2022","Male","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Unknown","80","80","36170","31820"
"Leaver Dept.","2022","Male","Department for Work and Pensions","Heterosexual / straight","860","850","30230","27570"
"Leaver Dept.","2022","Male","Department for Work and Pensions","LGBO","110","100","29580","27570"
"Leaver Dept.","2022","Male","Department for Work and Pensions","Undeclared","90","90","32180","27570"
"Leaver Dept.","2022","Male","Department for Work and Pensions","Unknown","200","200","32160","27570"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Heterosexual / straight","1430","1270","45010","38200"
"Leaver Dept.","2022","Male","Department of Health and Social Care","LGBO","190","160","42170","36330"
"Leaver Dept.","2022","Male","Department of Health and Social Care","Undeclared","680","230","48900","40650"
