"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Digital, Data and Technology","80","80","38100","36330"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Digital, Data and Technology","250","210","39910","37390"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Digital, Data and Technology","690","640","40800","37470"
"Leaver CS","2022","Digital, Data & Technology","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","White","Unknown","60","60","57510","56520"
"Leaver CS","2022","Finance","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Finance","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Finance","80","40","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Finance","260","240","40750","35310"
"Leaver CS","2022","Finance","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","Operational Delivery","70","70","22570","21300"
"Leaver CS","2022","Grants Management","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","White","Operational Delivery","80","70","25110","24920"
"Leaver CS","2022","Human Resources","Asian","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Human Resources","70","60","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Human Resources","340","310","37280","33300"
"Leaver CS","2022","Human Resources","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Operational Delivery","60","50","29140","27570"
"Leaver CS","2022","Human Resources","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Legal","40","30","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","Other","[c]","[c]","[c]","[c]"
