"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Declared disabled","160","130","24910","21260"
"Leaver CS","2022","North East (England)","Operational Delivery","Declared non-disabled","860","740","25420","21260"
"Leaver CS","2022","North East (England)","Operational Delivery","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Unknown","180","170","28440","22600"
"Leaver CS","2022","North East (England)","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared non-disabled","470","380","25870","21260"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","360","300","25530","21260"
"Leaver CS","2022","North West (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Declared non-disabled","100","90","46300","40830"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Declared disabled","350","300","24860","21680"
"Leaver CS","2022","North West (England)","Operational Delivery","Declared non-disabled","1780","1540","25980","23390"
"Leaver CS","2022","North West (England)","Operational Delivery","Undeclared","150","130","24650","21260"
"Leaver CS","2022","North West (England)","Operational Delivery","Unknown","420","390","26990","24240"
"Leaver CS","2022","North West (England)","Other","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Declared non-disabled","90","80","26120","22170"
"Leaver CS","2022","North West (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Declared disabled","100","80","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Declared non-disabled","560","480","28810","27570"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","400","350","28930","21260"
"Leaver CS","2022","North West (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
