"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Yorkshire","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Revenue and Customs","Legal","110","100","39290","33370"
"In post","2022","West Yorkshire","HM Revenue and Customs","No function","2120","1960","30710","26820"
"In post","2022","West Yorkshire","HM Revenue and Customs","Project Delivery","200","190","42920","40520"
"In post","2022","West Yorkshire","HM Revenue and Customs","Property","250","230","33910","31000"
"In post","2022","West Yorkshire","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Treasury","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Home Office","Unknown","840","800","28910","25410"
"In post","2022","West Yorkshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Defence","Unknown","40","40","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Analysis","60","50","35870","32530"
"In post","2022","West Yorkshire","Ministry of Justice","Commercial","70","70","34090","36050"
"In post","2022","West Yorkshire","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Finance","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Human Resources","70","70","36830","32700"
"In post","2022","West Yorkshire","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","No function","4080","3780","29020","26610"
"In post","2022","West Yorkshire","Ministry of Justice","Project Delivery","80","80","37400","36050"
"In post","2022","West Yorkshire","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","No function","140","130","39170","36740"
"In post","2022","West Yorkshire","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Office for Standards in Education, Children's Services and Skills","No function","40","40","[c]","[c]"
"In post","2022","West Yorkshire","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","Unknown","70","60","26930","25110"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","HM Revenue and Customs","Unknown","150","130","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Ministry of Justice","No function","140","130","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Unknown","70","70","26910","27570"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
