"Status","Year","Region_ITL1","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Operational Delivery","130","110","27160","25440"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Operational Delivery","430","380","25530","24880"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Unknown","500","430","30090","27570"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Operational Delivery","80","70","22990","21170"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Communications","80","80","45980","43920"
"Leaver Dept.","2021","London","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Economics","70","60","41730","36500"
"Leaver Dept.","2021","London","Heterosexual / straight","Finance","80","80","52780","51580"
"Leaver Dept.","2021","London","Heterosexual / straight","Human Resources","90","90","43980","38090"
"Leaver Dept.","2021","London","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Operational Delivery","370","360","37090","31350"
"Leaver Dept.","2021","London","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Other","80","80","40510","31180"
"Leaver Dept.","2021","London","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Policy","780","750","46610","40640"
"Leaver Dept.","2021","London","Heterosexual / straight","Project Delivery","90","90","47930","45200"
"Leaver Dept.","2021","London","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
