"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","White","90","80","35620","35060"
"Leaver Dept.","2022","Commercial","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","White","60","60","47510","42470"
"Leaver Dept.","2022","Commercial","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","White","80","80","41070","38000"
"Leaver Dept.","2022","Communications","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","White","80","80","34330","33740"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Unknown","50","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","White","120","120","40610","38000"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","White","110","100","48570","47220"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","White","70","70","45020","38950"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","White","60","60","36880","33920"
"Leaver Dept.","2022","Economics","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","White","80","70","44380","40580"
"Leaver Dept.","2022","Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","White","90","90","45260","40470"
"Leaver Dept.","2022","Finance","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","50-59","Black","[c]","[c]","[c]","[c]"
