"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","Southern Scotland","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Central Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Midlands","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Midlands","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Wales and The Valleys","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Anglia","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Eastern Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Essex","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Hampshire and Isle of Wight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - East","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Lancashire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Merseyside","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Merseyside","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northumberland and Tyne and Wear","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outer London - West and North West","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Surrey, East and West Sussex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Surrey, East and West Sussex","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","West Central Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","West Midlands","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","West Midlands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","West Midlands","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Greater Manchester","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Inner London - East","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Inner London - West","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Lancashire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","South Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","South Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Dorset and Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","East Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Eastern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Hampshire and Isle of Wight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Hampshire and Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Hampshire and Isle of Wight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - East","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
