"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Science and Engineering","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Female","1130","1030","31490","32000"
"Leaver Dept.","2021","Unknown","20-29","Male","900","820","32100","32000"
"Leaver Dept.","2021","Unknown","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Female","830","720","38030","32000"
"Leaver Dept.","2021","Unknown","30-39","Male","780","710","38160","32320"
"Leaver Dept.","2021","Unknown","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Female","580","520","37700","31380"
"Leaver Dept.","2021","Unknown","40-49","Male","400","360","39470","32000"
"Leaver Dept.","2021","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Female","410","380","35240","31100"
"Leaver Dept.","2021","Unknown","50-59","Male","270","260","40790","33180"
"Leaver Dept.","2021","Unknown","60-64","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","60","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Female","60","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Male","50","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Female","90","60","36150","36780"
"Leaver Dept.","2022","Commercial","30-39","Male","60","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Female","70","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Female","70","60","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Female","80","60","39730","36580"
"Leaver Dept.","2022","Communications","30-39","Male","70","50","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Female","50","30","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Female","80","60","34460","34000"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Male","80","70","33750","32940"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Female","90","80","39940","36920"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Male","140","130","39540","37100"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Female","90","70","45880","41950"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Male","120","110","48100","44430"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Male","80","70","45130","40520"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Male","60","50","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Female","70","50","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Male","60","40","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Female","80","60","41160","37040"
"Leaver Dept.","2022","Finance","30-39","Male","80","70","42300","38150"
"Leaver Dept.","2022","Finance","40-49","Female","100","70","42070","38060"
"Leaver Dept.","2022","Finance","40-49","Male","90","70","47440","42780"
"Leaver Dept.","2022","Finance","50-59","Female","70","50","42240","37750"
"Leaver Dept.","2022","Finance","50-59","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","20-29","Female","150","130","29780","28790"
"Leaver Dept.","2022","Human Resources","20-29","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","30-39","Female","110","100","38230","33070"
"Leaver Dept.","2022","Human Resources","30-39","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","40-49","Female","100","90","43220","39960"
"Leaver Dept.","2022","Human Resources","40-49","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","50-59","Female","80","70","43440","40060"
"Leaver Dept.","2022","Human Resources","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","Female","50","50","42640","40070"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","Female","70","60","45710","48860"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","30-39","Female","50","50","64410","53080"
"Leaver Dept.","2022","Medicine","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","40-49","Female","90","70","76620","84560"
"Leaver Dept.","2022","Medicine","40-49","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Medicine","50-59","Female","80","70","99940","107720"
"Leaver Dept.","2022","Medicine","50-59","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","20-29","Female","1560","1500","27350","26880"
"Leaver Dept.","2022","Operational Delivery","20-29","Male","870","840","27150","26880"
"Leaver Dept.","2022","Operational Delivery","30-39","Female","1430","1330","32260","27570"
"Leaver Dept.","2022","Operational Delivery","30-39","Male","960","940","31440","27570"
"Leaver Dept.","2022","Operational Delivery","40-49","Female","1250","1140","35740","30000"
"Leaver Dept.","2022","Operational Delivery","40-49","Male","640","620","37410","30180"
"Leaver Dept.","2022","Operational Delivery","50-59","Female","940","860","35900","29290"
"Leaver Dept.","2022","Operational Delivery","50-59","Male","480","470","40420","31640"
"Leaver Dept.","2022","Operational Delivery","60-64","Female","190","160","39150","28690"
"Leaver Dept.","2022","Operational Delivery","60-64","Male","90","80","48650","42690"
"Leaver Dept.","2022","Operational Delivery","65+","Female","60","40","31680","28040"
"Leaver Dept.","2022","Operational Delivery","65+","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","40-49","Female","[c]","[c]","[c]","[c]"
