"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Intelligence Analysis","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","London","40","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","London","50","50","[c]","[c]"
"Leaver CS","2022","International Trade","White","London","30","30","[c]","[c]"
"Leaver CS","2022","International Trade","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
