"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","G6/G7","80","70","56340","54230"
"Leaver Dept.","2022","Female","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","SEO/HEO","80","70","36450","37090"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","G6/G7","60","60","59500","58500"
"Leaver Dept.","2022","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","G6/G7","60","50","64920","54760"
"Leaver Dept.","2022","Female","Medicine","SCS","140","120","109890","106500"
"Leaver Dept.","2022","Female","Medicine","SEO/HEO","50","50","38080","39810"
"Leaver Dept.","2022","Female","Operational Delivery","AA/AO","1300","1170","21350","21260"
"Leaver Dept.","2022","Female","Operational Delivery","EO","1890","1770","27050","27570"
"Leaver Dept.","2022","Female","Operational Delivery","G6/G7","640","600","56970","54230"
"Leaver Dept.","2022","Female","Operational Delivery","SCS","80","60","94510","90240"
"Leaver Dept.","2022","Female","Operational Delivery","SEO/HEO","1450","1360","35270","34320"
"Leaver Dept.","2022","Female","Operational Delivery","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","AA/AO","110","100","21590","21260"
"Leaver Dept.","2022","Female","Other","EO","190","180","27260","27570"
"Leaver Dept.","2022","Female","Other","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","SEO/HEO","130","120","34390","34550"
"Leaver Dept.","2022","Female","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","EO","140","110","27350","27850"
"Leaver Dept.","2022","Female","Policy","G6/G7","410","310","57010","54340"
"Leaver Dept.","2022","Female","Policy","SCS","70","50","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","SEO/HEO","650","530","36670","35830"
"Leaver Dept.","2022","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","G6/G7","60","60","58550","57760"
"Leaver Dept.","2022","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","SEO/HEO","160","160","36580","36740"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","AA/AO","120","110","21650","21820"
"Leaver Dept.","2022","Female","Science and Engineering","EO","190","180","25570","25660"
"Leaver Dept.","2022","Female","Science and Engineering","G6/G7","350","330","56780","53120"
"Leaver Dept.","2022","Female","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","SEO/HEO","830","740","36170","36330"
"Leaver Dept.","2022","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","AA/AO","390","350","21760","21260"
"Leaver Dept.","2022","Female","Unknown","EO","340","320","27950","27570"
"Leaver Dept.","2022","Female","Unknown","G6/G7","520","410","58530","54760"
"Leaver Dept.","2022","Female","Unknown","SCS","80","60","85380","76780"
"Leaver Dept.","2022","Female","Unknown","SEO/HEO","950","870","34340","33250"
"Leaver Dept.","2022","Female","Unknown","Unknown","110","50","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","G6/G7","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","SEO/HEO","130","90","36290","36350"
"Leaver Dept.","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","G6/G7","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","SEO/HEO","70","70","36410","36590"
"Leaver Dept.","2022","Male","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","EO","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","G6/G7","110","100","57830","55420"
"Leaver Dept.","2022","Male","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","SEO/HEO","270","230","37450","36840"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","G6/G7","80","70","57970","56480"
"Leaver Dept.","2022","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","SEO/HEO","160","120","36910","36820"
"Leaver Dept.","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","SEO/HEO","70","70","35310","33570"
"Leaver Dept.","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","SCS","100","80","116770","114000"
"Leaver Dept.","2022","Male","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Delivery","AA/AO","790","760","21380","21260"
"Leaver Dept.","2022","Male","Operational Delivery","EO","1100","1070","27230","27570"
"Leaver Dept.","2022","Male","Operational Delivery","G6/G7","390","380","58140","54850"
"Leaver Dept.","2022","Male","Operational Delivery","SCS","60","50","98190","95200"
"Leaver Dept.","2022","Male","Operational Delivery","SEO/HEO","710","680","35740","35310"
"Leaver Dept.","2022","Male","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","AA/AO","50","50","21360","21260"
"Leaver Dept.","2022","Male","Other","EO","150","150","26650","27570"
"Leaver Dept.","2022","Male","Other","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","SEO/HEO","80","80","35030","35060"
"Leaver Dept.","2022","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","EO","100","80","27580","27690"
"Leaver Dept.","2022","Male","Policy","G6/G7","390","300","57340","54260"
"Leaver Dept.","2022","Male","Policy","SCS","70","50","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","SEO/HEO","550","470","36930","36650"
"Leaver Dept.","2022","Male","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","G6/G7","60","60","57690","56310"
"Leaver Dept.","2022","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","SEO/HEO","140","140","37180","37000"
"Leaver Dept.","2022","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","AA/AO","60","50","21290","21310"
"Leaver Dept.","2022","Male","Science and Engineering","EO","120","120","25270","26070"
"Leaver Dept.","2022","Male","Science and Engineering","G6/G7","220","210","58540","54250"
"Leaver Dept.","2022","Male","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","SEO/HEO","360","350","36290","36330"
"Leaver Dept.","2022","Male","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","AA/AO","310","300","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","EO","270","250","27780","27570"
"Leaver Dept.","2022","Male","Unknown","G6/G7","450","340","57910","54760"
"Leaver Dept.","2022","Male","Unknown","SCS","80","70","87660","79100"
