"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Grants Management","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Human Resources","110","100","21610","21170"
"Leaver CS","2022","Human Resources","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Human Resources","120","90","26040","26930"
"Leaver CS","2022","Human Resources","EO","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Human Resources","80","80","57760","55000"
"Leaver CS","2022","Human Resources","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Human Resources","200","180","37570","36650"
"Leaver CS","2022","Human Resources","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Operational Delivery","140","120","22130","22200"
"Leaver CS","2022","Legal","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Legal","EO","Other","30","30","[c]","[c]"
"Leaver CS","2022","Legal","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Legal","340","300","58820","55610"
"Leaver CS","2022","Legal","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Legal","100","90","41890","40000"
"Leaver CS","2022","Legal","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Operational Delivery","9900","8880","21240","21260"
"Leaver CS","2022","No function","AA/AO","Other","130","130","21610","21260"
"Leaver CS","2022","No function","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Policy","80","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Science and Engineering","110","100","19890","19450"
"Leaver CS","2022","No function","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Unknown","210","180","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","International Trade","40","30","[c]","[c]"
"Leaver CS","2022","No function","EO","Knowledge and Information Management","120","100","25670","25080"
"Leaver CS","2022","No function","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Operational Delivery","5240","4650","28120","27570"
"Leaver CS","2022","No function","EO","Other","330","300","26730","27570"
"Leaver CS","2022","No function","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Policy","160","130","26670","26840"
"Leaver CS","2022","No function","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","No function","EO","Science and Engineering","110","100","24520","24110"
"Leaver CS","2022","No function","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","EO","Unknown","150","140","28640","29200"
"Leaver CS","2022","No function","EO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Inspector of Education and Training","60","60","76460","75500"
"Leaver CS","2022","No function","G6/G7","International Trade","40","30","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Knowledge and Information Management","60","60","55160","53220"
"Leaver CS","2022","No function","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Operational Delivery","720","670","58460","56000"
"Leaver CS","2022","No function","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Other","80","80","60760","55000"
"Leaver CS","2022","No function","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Policy","370","310","56960","53600"
"Leaver CS","2022","No function","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Science and Engineering","210","190","57770","53220"
"Leaver CS","2022","No function","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","G6/G7","Unknown","130","130","60410","57600"
"Leaver CS","2022","No function","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Medicine","120","100","100960","101430"
"Leaver CS","2022","No function","SCS","Operational Delivery","90","80","97310","91260"
"Leaver CS","2022","No function","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Other","30","30","[c]","[c]"
"Leaver CS","2022","No function","SCS","Policy","60","50","[c]","[c]"
"Leaver CS","2022","No function","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Inspector of Education and Training","50","50","49600","51360"
"Leaver CS","2022","No function","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Knowledge and Information Management","150","140","35090","36330"
"Leaver CS","2022","No function","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Operational Delivery","1860","1670","37050","36260"
"Leaver CS","2022","No function","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Other","150","130","35690","34290"
"Leaver CS","2022","No function","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Policy","530","430","36050","34080"
"Leaver CS","2022","No function","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Psychology","50","50","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Science and Engineering","470","420","36500","37190"
"Leaver CS","2022","No function","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","SEO/HEO","Unknown","310","290","36000","34880"
"Leaver CS","2022","No function","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Operational Delivery","1480","1330","34450","29600"
"Leaver CS","2022","No function","Unknown","Unknown","330","280","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Other","100","90","21580","20960"
"Leaver CS","2022","Project Delivery","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Project Delivery","70","70","25380","26100"
"Leaver CS","2022","Project Delivery","EO","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Policy","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Project Delivery","130","120","58660","57440"
"Leaver CS","2022","Project Delivery","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Other","70","70","32650","31120"
"Leaver CS","2022","Project Delivery","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Project Delivery","320","300","36790","37440"
"Leaver CS","2022","Project Delivery","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Science and Engineering","120","110","37700","36850"
"Leaver CS","2022","Project Delivery","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Science and Engineering","60","50","36390","33450"
"Leaver CS","2022","Property","AA/AO","Operational Delivery","130","120","21510","21880"
"Leaver CS","2022","Property","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Property","100","90","19460","19010"
"Leaver CS","2022","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Property","80","70","26350","26030"
"Leaver CS","2022","Property","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Property","50","50","59790","58250"
"Leaver CS","2022","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Other","[c]","[c]","[c]","[c]"
