"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","White","60","50","39640","36110"
"Leaver CS","2022","Commercial","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
