"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Undeclared","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Heterosexual / straight","170","160","43050","40330"
"Leaver Dept.","2022","Commercial","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Heterosexual / straight","200","180","42830","37510"
"Leaver Dept.","2022","Communications","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","Heterosexual / straight","80","70","32820","27570"
"Leaver Dept.","2022","Counter Fraud","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","Heterosexual / straight","70","70","41560","36640"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","70","70","41170","37960"
"Leaver Dept.","2022","Digital, Data & Technology","White","Heterosexual / straight","310","300","42590","38500"
"Leaver Dept.","2022","Digital, Data & Technology","White","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","White","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Undeclared","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","White","Heterosexual / straight","240","220","42330","36960"
"Leaver Dept.","2022","Finance","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Black","Heterosexual / straight","60","50","35440","32330"
"Leaver Dept.","2022","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","White","Heterosexual / straight","420","400","39000","32960"
"Leaver Dept.","2022","Human Resources","White","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Unknown","50","50","49690","52960"
"Leaver Dept.","2022","Legal","White","Heterosexual / straight","80","80","47970","51250"
"Leaver Dept.","2022","Legal","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Asian","Heterosexual / straight","1370","1290","35140","29480"
"Leaver Dept.","2022","No function","Asian","LGBO","50","40","[c]","[c]"
"Leaver Dept.","2022","No function","Asian","Undeclared","100","90","38080","32330"
"Leaver Dept.","2022","No function","Asian","Unknown","110","100","47850","36460"
"Leaver Dept.","2022","No function","Black","Heterosexual / straight","730","690","35170","31060"
"Leaver Dept.","2022","No function","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Black","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Black","Unknown","60","50","46760","35060"
"Leaver Dept.","2022","No function","Mixed","Heterosexual / straight","310","300","37500","33250"
"Leaver Dept.","2022","No function","Mixed","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Mixed","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other ethnicity","Heterosexual / straight","90","80","39770","33050"
"Leaver Dept.","2022","No function","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Undeclared","Heterosexual / straight","120","110","36330","32260"
"Leaver Dept.","2022","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Undeclared","Undeclared","310","290","41480","36690"
"Leaver Dept.","2022","No function","Undeclared","Unknown","270","250","46360","41350"
"Leaver Dept.","2022","No function","Unknown","Heterosexual / straight","120","110","40350","33250"
"Leaver Dept.","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","380","40","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","1730","1690","36040","32000"
"Leaver Dept.","2022","No function","White","Heterosexual / straight","6690","6260","38620","32330"
"Leaver Dept.","2022","No function","White","LGBO","730","690","37520","32330"
