"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Thurrock","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Digital, Data & Technology","90","90","56730","56340"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","No function","230","220","43100","34260"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","No function","40","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","No function","130","130","50650","45160"
"Leaver CS","2022","Tower Hamlets","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","No function","450","400","26280","21260"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","No function","40","30","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","No function","50","40","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","No function","110","90","27630","21590"
"Leaver CS","2022","Tyneside","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","Unknown","580","480","26010","21260"
"Leaver CS","2022","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","No function","260","220","24960","21840"
"Leaver CS","2022","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","No function","100","60","22770","21590"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","290","250","24020","21840"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","300","260","35640","32700"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","No function","100","80","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","No function","40","40","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Heterosexual / straight","No function","60","60","[c]","[c]"
"Leaver CS","2022","Wandsworth","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","No function","50","50","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","No function","100","90","36380","32320"
"Leaver CS","2022","Warrington","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","No function","30","30","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
