"Status","Year","Sex","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","80","80","36680","35630"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Operational Delivery","110","110","32010","26000"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Policy","140","140","50370","53380"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Science and Engineering","30","20","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Policy","40","40","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Policy","60","60","47320","41250"
"Leaver CS","2022","Male","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Operational Delivery","160","160","27770","24920"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Policy","110","110","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Digital, Data and Technology","60","60","40320","36350"
"Leaver CS","2022","Male","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Operational Delivery","470","420","27440","26590"
"Leaver CS","2022","Male","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport","Unknown","130","120","46870","43360"
"Leaver CS","2022","Male","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Counter Fraud","90","70","27350","27570"
"Leaver CS","2022","Male","Department for Work and Pensions","Digital, Data and Technology","160","150","47440","46300"
"Leaver CS","2022","Male","Department for Work and Pensions","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Operational Delivery","2340","2190","26460","27570"
"Leaver CS","2022","Male","Department for Work and Pensions","Other","200","180","25170","21260"
"Leaver CS","2022","Male","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions","Unknown","480","470","27040","25110"
"Leaver CS","2022","Male","Department of Health and Social Care","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Digital, Data and Technology","50","30","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Knowledge and Information Management","80","80","37740","36330"
"Leaver CS","2022","Male","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care","Medicine","60","50","90360","95140"
