"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Legal","660","630","33870","26960"
"New entrant CS","2022","Female","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Commercial","150","150","54580","59120"
"New entrant CS","2022","Female","Cabinet Office","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Digital, Data & Technology","140","130","43120","37300"
"New entrant CS","2022","Female","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Human Resources","100","100","30180","23850"
"New entrant CS","2022","Female","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","No function","500","500","30320","28000"
"New entrant CS","2022","Female","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Property","40","40","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Security","60","60","30270","32000"
"New entrant CS","2022","Female","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","No function","40","30","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","80","80","28260","21430"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","No function","500","490","32870","30360"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","No function","180","180","34760","34020"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Commercial","50","50","31980","30360"
"New entrant CS","2022","Female","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Digital, Data & Technology","90","80","36820","36500"
"New entrant CS","2022","Female","Department for Education","Finance","70","70","33730","31150"
"New entrant CS","2022","Female","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","No function","340","330","32710","29360"
"New entrant CS","2022","Female","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Property","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","130","120","38190","35900"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Grants Management","300","280","21510","21300"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Human Resources","70","70","35090","29930"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","No function","970","950","33880","32560"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Property","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","No function","130","130","35630","31800"
"New entrant CS","2022","Female","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","No function","290","290","34560","33210"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
