"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Vehicle Certification Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","AA/AO","70","60","22180","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","EO","50","50","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","SEO/HEO","60","60","37310","36270"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","EO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","G6/G7","110","110","60900","58890"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","SCS","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","SEO/HEO","90","90","37500","37300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","130","130","66600","64630"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","110","100","32890","32000"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
