"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","Declared disabled","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","White","210","210","42610","39420"
"Leaver Dept.","2021","Project Delivery","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","White","80","80","37410","34510"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","White","340","310","34990","31990"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Asian","340","310","33750","31060"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Black","160","150","33490","30020"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Mixed","110","100","37400","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Undeclared","70","70","34590","31060"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","120","110","34790","30300"
"Leaver Dept.","2021","Unknown","Declared non-disabled","White","2280","2090","35980","31990"
"Leaver Dept.","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","60","60","40280","36650"
"Leaver Dept.","2021","Unknown","Undeclared","White","110","100","35190","30300"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1500","1250","35690","32000"
"Leaver Dept.","2021","Unknown","Unknown","White","110","90","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","White","190","180","39540","36450"
"Leaver Dept.","2022","Commercial","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
