"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Policy","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
