"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","White","50","50","27060","26700"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","White","120","110","57520","54700"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Unknown","120","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","White","220","210","36550","36500"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","White","90","80","58160","56800"
"Leaver Dept.","2022","Finance","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","White","130","120","36580","35700"
"Leaver Dept.","2022","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","White","110","110","26990","27500"
"Leaver Dept.","2022","Human Resources","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","White","110","100","58080","58510"
"Leaver Dept.","2022","Human Resources","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","White","200","190","34820","33800"
"Leaver Dept.","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","White","50","50","60100","56660"
"Leaver Dept.","2022","Legal","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","Asian","290","260","21540","21260"
"Leaver Dept.","2022","No function","AA/AO","Black","120","110","22020","21260"
"Leaver Dept.","2022","No function","AA/AO","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","Undeclared","90","80","21440","21260"
"Leaver Dept.","2022","No function","AA/AO","Unknown","260","250","21360","21130"
"Leaver Dept.","2022","No function","AA/AO","White","1270","1170","21150","21260"
"Leaver Dept.","2022","No function","EO","Asian","550","530","27610","27570"
"Leaver Dept.","2022","No function","EO","Black","290","270","27880","27570"
"Leaver Dept.","2022","No function","EO","Mixed","120","110","27580","27570"
"Leaver Dept.","2022","No function","EO","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","EO","Undeclared","110","110","27140","27570"
"Leaver Dept.","2022","No function","EO","Unknown","360","300","27700","27570"
"Leaver Dept.","2022","No function","EO","White","1930","1850","26890","27570"
"Leaver Dept.","2022","No function","G6/G7","Asian","200","190","58050","54650"
"Leaver Dept.","2022","No function","G6/G7","Black","110","110","56430","53130"
"Leaver Dept.","2022","No function","G6/G7","Mixed","80","80","56120","54130"
"Leaver Dept.","2022","No function","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","G6/G7","Undeclared","200","190","58000","54700"
"Leaver Dept.","2022","No function","G6/G7","Unknown","410","290","58420","54700"
"Leaver Dept.","2022","No function","G6/G7","White","1940","1800","57630","54700"
"Leaver Dept.","2022","No function","SCS","Asian","70","60","105990","106500"
"Leaver Dept.","2022","No function","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Unknown","90","50","90780","89280"
"Leaver Dept.","2022","No function","SCS","White","390","330","100600","97040"
"Leaver Dept.","2022","No function","SEO/HEO","Asian","500","480","35810","35060"
"Leaver Dept.","2022","No function","SEO/HEO","Black","310","280","36010","35440"
"Leaver Dept.","2022","No function","SEO/HEO","Mixed","160","150","36060","35070"
"Leaver Dept.","2022","No function","SEO/HEO","Other ethnicity","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","SEO/HEO","Undeclared","270","250","36680","36650"
"Leaver Dept.","2022","No function","SEO/HEO","Unknown","1100","940","33460","32000"
"Leaver Dept.","2022","No function","SEO/HEO","White","3160","2970","35730","35580"
"Leaver Dept.","2022","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
