"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","90","70","29900","28820"
"Leaver CS","2022","Undeclared","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Unknown","70","60","26530","21830"
"Leaver CS","2022","Undeclared","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","No function","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Property","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","No function","60","50","42710","40370"
"Leaver CS","2022","Undeclared","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Security","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","220","180","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","90","40","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","100","70","41400","36360"
"Leaver CS","2022","Unknown","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Digital, Data & Technology","250","210","39910","37390"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","80","40","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","No function","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","60","50","57090","55000"
"Leaver CS","2022","Unknown","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","60","50","39130","34170"
"Leaver CS","2022","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Grants Management","70","70","22570","21300"
"Leaver CS","2022","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","No function","3710","3430","28150","23780"
"Leaver CS","2022","Unknown","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Property","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","160","150","26240","24880"
"Leaver CS","2022","Unknown","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","No function","110","100","30000","25380"
"Leaver CS","2022","Unknown","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","410","400","33790","32480"
"Leaver CS","2022","Unknown","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","No function","290","170","39500","35640"
"Leaver CS","2022","Unknown","Policy","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","70","70","40210","38600"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","70","50","29550","25000"
"Leaver CS","2022","Unknown","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","No function","60","60","29290","22920"
"Leaver CS","2022","Unknown","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","100","100","28310","25540"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","120","110","80590","71500"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","370","340","37040","32000"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2230","1930","29150","27570"
"Leaver CS","2022","Unknown","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Commercial","190","170","39370","36920"
"Leaver CS","2022","White","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Communications","160","150","38600","36840"
"Leaver CS","2022","White","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Counter Fraud","190","150","28600","27570"
"Leaver CS","2022","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Digital, Data & Technology","690","640","40800","37470"
"Leaver CS","2022","White","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Unknown","60","60","52630","44970"
"Leaver CS","2022","White","Economics","Analysis","80","70","39150","34570"
"Leaver CS","2022","White","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Finance","260","240","40750","35310"
"Leaver CS","2022","White","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","140","130","37670","33300"
"Leaver CS","2022","White","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Human Resources","340","310","37280","33300"
"Leaver CS","2022","White","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","No function","100","100","66020","75500"
"Leaver CS","2022","White","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
