"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Justice","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","No function","760","730","24420","21170"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Policy","No function","100","100","41840","36800"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","No function","90","90","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","No function","100","90","32030","29540"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
