"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","North West (England)","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Greater Manchester South West","90","90","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Liverpool","180","180","31260","26480"
"Leaver Dept.","2022","North West (England)","Male","Manchester","290","280","35800","28590"
"Leaver Dept.","2022","North West (England)","Male","Mid Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Sefton","70","70","30760","27570"
"Leaver Dept.","2022","North West (England)","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Angus and Dundee City","100","90","25040","27570"
"Leaver Dept.","2022","Scotland","Female","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","City of Edinburgh","120","120","35640","28000"
"Leaver Dept.","2022","Scotland","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Falkirk","30","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Glasgow City","250","240","29230","27570"
"Leaver Dept.","2022","Scotland","Female","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","North Lanarkshire","60","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","South Lanarkshire","90","80","36870","33930"
"Leaver Dept.","2022","Scotland","Female","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Angus and Dundee City","70","70","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","City of Edinburgh","80","80","35030","27570"
"Leaver Dept.","2022","Scotland","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Glasgow City","190","190","29510","27570"
"Leaver Dept.","2022","Scotland","Male","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","South Lanarkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Male","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Berkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","East Kent","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Mid Kent","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","Oxfordshire CC","210","180","41610","38200"
"Leaver Dept.","2022","South East (England)","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","South Hampshire","70","60","38220","29870"
"Leaver Dept.","2022","South East (England)","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","West Sussex (North East)","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Central Hampshire","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","East Kent","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","Oxfordshire CC","130","120","46700","41690"
"Leaver Dept.","2022","South East (England)","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","South Hampshire","50","50","34000","29540"
"Leaver Dept.","2022","South East (England)","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","210","200","34530","33000"
"Leaver Dept.","2022","South West (England)","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Bristol, City of","330","300","35100","30020"
"Leaver Dept.","2022","South West (England)","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Devon CC","70","60","35800","28590"
"Leaver Dept.","2022","South West (England)","Female","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Gloucestershire CC","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Female","Wiltshire","550","510","35160","30170"
"Leaver Dept.","2022","South West (England)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","260","260","36270","33300"
"Leaver Dept.","2022","South West (England)","Male","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Bristol, City of","190","180","41990","32870"
"Leaver Dept.","2022","South West (England)","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Devon CC","40","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Male","Wiltshire","310","300","41350","37470"
"Leaver Dept.","2022","Unknown","Female","Unknown","420","290","36370","32000"
"Leaver Dept.","2022","Unknown","Male","Unknown","320","250","38570","32000"
"Leaver Dept.","2022","Wales","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Cardiff and Vale of Glamorgan","190","180","31830","27570"
"Leaver Dept.","2022","Wales","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Monmouthshire and Newport","110","100","33950","29540"
"Leaver Dept.","2022","Wales","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Cardiff and Vale of Glamorgan","170","170","35360","30660"
"Leaver Dept.","2022","Wales","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Monmouthshire and Newport","80","80","36610","31670"
"Leaver Dept.","2022","Wales","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Birmingham","500","460","34060","27570"
"Leaver Dept.","2022","West Midlands (England)","Female","Coventry","60","60","34870","30090"
"Leaver Dept.","2022","West Midlands (England)","Female","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Staffordshire CC","60","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","Worcestershire CC","40","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Birmingham","310","300","34330","27570"
"Leaver Dept.","2022","West Midlands (England)","Male","Coventry","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Male","Staffordshire CC","30","30","[c]","[c]"
