"Status","Year","Profession_of_post","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Heterosexual / straight","100","100","33610","29520"
"Leaver Dept.","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","No function","Heterosexual / straight","620","600","44970","39340"
"Leaver Dept.","2021","Policy","No function","LGBO","90","80","43200","39270"
"Leaver Dept.","2021","Policy","No function","Undeclared","90","80","45610","43800"
"Leaver Dept.","2021","Policy","No function","Unknown","500","480","40910","36520"
"Leaver Dept.","2021","Policy","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Heterosexual / straight","220","220","46810","41970"
"Leaver Dept.","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Heterosexual / straight","190","190","42610","37900"
"Leaver Dept.","2021","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Unknown","60","60","41690","37460"
"Leaver Dept.","2021","Project Delivery","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","70","70","38120","32790"
"Leaver Dept.","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Heterosexual / straight","60","60","41630","36030"
"Leaver Dept.","2021","Statistics","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Heterosexual / straight","120","120","37060","32000"
"Leaver Dept.","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Heterosexual / straight","450","440","42180","34240"
"Leaver Dept.","2021","Unknown","No function","LGBO","70","70","40660","34550"
"Leaver Dept.","2021","Unknown","No function","Undeclared","80","70","41610","33930"
"Leaver Dept.","2021","Unknown","No function","Unknown","470","470","35520","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","1280","1200","32760","27570"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","100","100","31880","27570"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","130","130","34150","29290"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","2500","2030","32730","28960"
"Leaver Dept.","2022","Commercial","Commercial","Heterosexual / straight","200","160","42140","40000"
"Leaver Dept.","2022","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Undeclared","150","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
