"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","White","Department for Work and Pensions","410","390","26450","27570"
"Leaver CS","2022","LGBO","White","Department of Health and Social Care","110","100","38200","30230"
"Leaver CS","2022","LGBO","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Home Office","60","60","31080","25400"
"Leaver CS","2022","LGBO","White","Ministry of Defence","110","110","31740","26750"
"Leaver CS","2022","LGBO","White","Ministry of Justice","460","450","25830","21070"
"Leaver CS","2022","LGBO","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
