"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Female","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Justice","110","110","31460","28050"
"Leaver Dept.","2021","Unknown","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cabinet Office","280","270","36850","32000"
"Leaver Dept.","2021","Unknown","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","70","70","38220","33640"
"Leaver Dept.","2021","Unknown","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Environment, Food and Rural Affairs","230","230","37950","34680"
"Leaver Dept.","2021","Unknown","Male","Department for International Trade","50","50","40930","38300"
"Leaver Dept.","2021","Unknown","Male","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Work and Pensions","70","70","31420","27570"
"Leaver Dept.","2021","Unknown","Male","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Revenue and Customs","310","310","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Justice","80","80","34060","30650"
"Leaver Dept.","2021","Unknown","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Attorney General's Departments","80","70","43800","46960"
"Leaver Dept.","2021","White","Female","Cabinet Office","360","360","41220","34550"
"Leaver Dept.","2021","White","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Department for Business, Energy and Industrial Strategy","160","150","45610","40050"
"Leaver Dept.","2021","White","Female","Department for Digital, Culture, Media and Sport","70","70","[c]","[c]"
"Leaver Dept.","2021","White","Female","Department for Education","90","80","47300","44750"
"Leaver Dept.","2021","White","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Department for International Trade","50","50","44740","37410"
"Leaver Dept.","2021","White","Female","Department for Transport","130","120","36000","32950"
"Leaver Dept.","2021","White","Female","Department for Work and Pensions","590","550","30100","27570"
"Leaver Dept.","2021","White","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Foreign, Commonwealth and Development Office","110","30","[c]","[c]"
"Leaver Dept.","2021","White","Female","HM Revenue and Customs","440","420","[c]","[c]"
"Leaver Dept.","2021","White","Female","HM Treasury","60","50","[c]","[c]"
"Leaver Dept.","2021","White","Female","Home Office","410","380","36510","30110"
"Leaver Dept.","2021","White","Female","Ministry of Defence","320","310","35960","32430"
"Leaver Dept.","2021","White","Female","Ministry of Housing, Communities and Local Government","110","110","43570","39600"
"Leaver Dept.","2021","White","Female","Ministry of Justice","480","460","33020","26760"
"Leaver Dept.","2021","White","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Male","Cabinet Office","260","250","44780","35740"
"Leaver Dept.","2021","White","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Department for Business, Energy and Industrial Strategy","170","160","46680","42780"
"Leaver Dept.","2021","White","Male","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Male","Department for Education","60","60","41220","37280"
"Leaver Dept.","2021","White","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Department for International Trade","60","60","46210","41300"
"Leaver Dept.","2021","White","Male","Department for Transport","120","120","39350","34700"
"Leaver Dept.","2021","White","Male","Department for Work and Pensions","340","340","31270","27570"
"Leaver Dept.","2021","White","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","HM Revenue and Customs","340","330","[c]","[c]"
"Leaver Dept.","2021","White","Male","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Male","Home Office","300","290","35060","28810"
"Leaver Dept.","2021","White","Male","Ministry of Defence","330","330","38760","35430"
"Leaver Dept.","2021","White","Male","Ministry of Housing, Communities and Local Government","110","110","38830","33210"
"Leaver Dept.","2021","White","Male","Ministry of Justice","310","310","35130","30850"
"Leaver Dept.","2021","White","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","United Kingdom Statistics Authority","40","30","[c]","[c]"
"Leaver Dept.","2021","White","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Cabinet Office","60","60","43610","35590"
"Leaver Dept.","2022","Asian","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Education","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Department for Work and Pensions","220","210","29320","27570"
"Leaver Dept.","2022","Asian","Female","Department of Health and Social Care","580","500","40030","32330"
"Leaver Dept.","2022","Asian","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Home Office","90","90","32410","28830"
"Leaver Dept.","2022","Asian","Female","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Ministry of Justice","130","120","29120","23720"
"Leaver Dept.","2022","Asian","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Department for Work and Pensions","220","220","28940","27570"
"Leaver Dept.","2022","Asian","Male","Department of Health and Social Care","270","250","43340","37470"
"Leaver Dept.","2022","Asian","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Home Office","90","90","34450","28850"
"Leaver Dept.","2022","Asian","Male","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Ministry of Justice","90","90","27670","23700"
"Leaver Dept.","2022","Asian","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
