"Status","Year","Organisation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Animal and Plant Health Agency","Operational Delivery","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Intelligence Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","1800","1780","42080","34550"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Operational Delivery","Attorney General's Departments","60","60","25450","24590"
"Leaver Dept.","2022","Crown Prosecution Service","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Commercial","Ministry of Defence","80","80","34570","31420"
"Leaver Dept.","2022","Defence Equipment and Support","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Other","Ministry of Defence","90","90","31330","27140"
"Leaver Dept.","2022","Defence Equipment and Support","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Project Delivery","Ministry of Defence","130","130","38870","37320"
"Leaver Dept.","2022","Defence Equipment and Support","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Science and Engineering","Ministry of Defence","70","70","30860","27540"
"Leaver Dept.","2022","Defence Equipment and Support","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Science and Engineering","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Department for Business, Energy and Industrial Strategy","420","400","45580","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
