"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Yorkshire and The Humber","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Operational Delivery","70","70","23030","21170"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Midlands (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Operational Delivery","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East of England","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Communications","70","70","47330","42850"
"Leaver Dept.","2021","Declared non-disabled","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Economics","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Finance","80","80","52510","52140"
"Leaver Dept.","2021","Declared non-disabled","London","Human Resources","80","70","42870","37640"
"Leaver Dept.","2021","Declared non-disabled","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Legal","60","60","58800","57850"
"Leaver Dept.","2021","Declared non-disabled","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Operational Delivery","360","350","36730","30850"
"Leaver Dept.","2021","Declared non-disabled","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Other","90","90","42050","31270"
"Leaver Dept.","2021","Declared non-disabled","London","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Policy","780","760","46850","42170"
"Leaver Dept.","2021","Declared non-disabled","London","Project Delivery","90","90","48550","45200"
"Leaver Dept.","2021","Declared non-disabled","London","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Statistics","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","London","Unknown","1160","1010","44060","37640"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North East (England)","Unknown","300","290","26330","24920"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Operational Delivery","150","150","25490","24110"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North West (England)","Property","[c]","[c]","[c]","[c]"
