"Status","Year","Organisation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for International Development","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","International Trade","No function","130","130","45780","42030"
"Leaver Dept.","2021","Department for International Trade","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","Unknown","190","190","45150","42460"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1350","1300","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Operational Delivery","No function","50","50","21720","21170"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Operational Delivery","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
