"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Finance","40-49","Heterosexual / straight","110","90","44750","41530"
"Leaver Dept.","2022","Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","50-59","Heterosexual / straight","80","70","45090","40950"
"Leaver Dept.","2022","Finance","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","20-29","Heterosexual / straight","130","120","30460","29700"
"Leaver Dept.","2022","Human Resources","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","20-29","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","30-39","Heterosexual / straight","120","120","37620","32330"
"Leaver Dept.","2022","Human Resources","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","40-49","Heterosexual / straight","110","110","43490","39850"
"Leaver Dept.","2022","Human Resources","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","50-59","Heterosexual / straight","70","70","46480","42760"
"Leaver Dept.","2022","Human Resources","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","Heterosexual / straight","70","70","42500","40070"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","Heterosexual / straight","60","50","46520","48860"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","30-39","Heterosexual / straight","60","50","66880","60830"
"Leaver Dept.","2022","Medicine","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","40-49","Heterosexual / straight","90","70","80830","91570"
"Leaver Dept.","2022","Medicine","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","50-59","Heterosexual / straight","70","60","97370","107720"
"Leaver Dept.","2022","Medicine","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","50-59","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","20-29","Heterosexual / straight","1660","1600","27400","26880"
"Leaver Dept.","2022","Operational Delivery","20-29","LGBO","210","200","27320","27570"
"Leaver Dept.","2022","Operational Delivery","20-29","Undeclared","210","180","27740","27540"
"Leaver Dept.","2022","Operational Delivery","20-29","Unknown","350","350","26380","24250"
"Leaver Dept.","2022","Operational Delivery","30-39","Heterosexual / straight","1750","1660","31630","27570"
"Leaver Dept.","2022","Operational Delivery","30-39","LGBO","130","130","32500","27570"
"Leaver Dept.","2022","Operational Delivery","30-39","Undeclared","190","170","35950","32330"
"Leaver Dept.","2022","Operational Delivery","30-39","Unknown","320","310","31110","27570"
"Leaver Dept.","2022","Operational Delivery","40-49","Heterosexual / straight","1330","1240","35700","29220"
"Leaver Dept.","2022","Operational Delivery","40-49","LGBO","80","70","38630","32260"
"Leaver Dept.","2022","Operational Delivery","40-49","Undeclared","180","160","36600","30950"
"Leaver Dept.","2022","Operational Delivery","40-49","Unknown","310","290","38140","31060"
"Leaver Dept.","2022","Operational Delivery","50-59","Heterosexual / straight","1000","940","35920","29030"
"Leaver Dept.","2022","Operational Delivery","50-59","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","50-59","Undeclared","130","110","36230","30780"
"Leaver Dept.","2022","Operational Delivery","50-59","Unknown","240","220","44070","34410"
"Leaver Dept.","2022","Operational Delivery","60-64","Heterosexual / straight","190","160","39370","29230"
"Leaver Dept.","2022","Operational Delivery","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","60-64","Unknown","60","50","46060","37280"
"Leaver Dept.","2022","Operational Delivery","65+","Heterosexual / straight","60","50","34290","28200"
"Leaver Dept.","2022","Operational Delivery","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","20-29","Heterosexual / straight","190","190","27170","27570"
"Leaver Dept.","2022","Other","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","20-29","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Other","30-39","Heterosexual / straight","130","130","31260","27570"
"Leaver Dept.","2022","Other","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","30-39","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Other","40-49","Heterosexual / straight","120","120","34400","27650"
"Leaver Dept.","2022","Other","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","50-59","Heterosexual / straight","80","80","32840","27570"
"Leaver Dept.","2022","Other","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","50-59","Undeclared","[c]","[c]","[c]","[c]"
