"Status","Year","Disability","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","EO","Digital, Data and Technology","70","70","27220","27000"
"Leaver CS","2022","Unknown","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Finance","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","International Trade","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Operational Delivery","840","770","28720","27570"
"Leaver CS","2022","Unknown","EO","Other","170","160","25430","26800"
"Leaver CS","2022","Unknown","EO","Policy","90","60","27170","28500"
"Leaver CS","2022","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","660","600","27740","27570"
"Leaver CS","2022","Unknown","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Digital, Data and Technology","110","100","57820","56550"
"Leaver CS","2022","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Legal","80","70","56460","55000"
"Leaver CS","2022","Unknown","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Operational Delivery","220","200","58530","55000"
"Leaver CS","2022","Unknown","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Other","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Policy","140","90","57170","53380"
"Leaver CS","2022","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","290","250","65070","62170"
"Leaver CS","2022","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Medicine","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Commercial","80","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Communications","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Digital, Data and Technology","220","180","37370","36970"
"Leaver CS","2022","Unknown","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Finance","70","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Operational Delivery","460","410","37140","36740"
"Leaver CS","2022","Unknown","SEO/HEO","Other","120","110","39330","40290"
"Leaver CS","2022","Unknown","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Policy","250","170","36310","36500"
"Leaver CS","2022","Unknown","SEO/HEO","Project Delivery","70","60","37410","37860"
"Leaver CS","2022","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Science and Engineering","90","80","37250","36800"
"Leaver CS","2022","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","520","450","36330","35030"
"Leaver CS","2022","Unknown","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","450","400","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","250","250","36040","33270"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","220","120","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","130","120","27730","27570"
"Leaver Dept.","2021","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Policy","60","60","36160","36340"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
