"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","No function","120","120","56740","53600"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","No function","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","No function","70","60","57790","56060"
"Leaver CS","2022","G6/G7","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","No function","60","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","No function","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","No function","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","No function","90","80","62710","59540"
"Leaver CS","2022","G6/G7","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Digital, Data & Technology","90","90","59780","59590"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","No function","60","50","58370","57510"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","No function","680","560","57470","53830"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Project Delivery","50","50","62420","62120"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Unknown","290","260","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","No function","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Home Office","Unknown","190","180","62130","60670"
"Leaver CS","2022","G6/G7","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","No function","90","90","54630","52770"
"Leaver CS","2022","G6/G7","Ministry of Defence","Project Delivery","100","90","57620","56450"
"Leaver CS","2022","G6/G7","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Unknown","100","80","66810","64220"
"Leaver CS","2022","G6/G7","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Justice","No function","200","180","60140","59010"
"Leaver CS","2022","G6/G7","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","No function","60","60","75940","75500"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
