"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","70","70","22790","21810"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Department for Work and Pensions (excl. agencies)","60","50","27490","27570"
"Leaver Dept.","2021","EO","Greater Manchester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Hampshire and Isle of Wight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Herefordshire, Worcestershire and Warwickshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Highlands and Islands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Highlands and Islands","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Highlands and Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Highlands and Islands","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Highlands and Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Cabinet Office (excl. agencies)","90","90","27470","27500"
"Leaver Dept.","2021","EO","Inner London - West","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","27430","27310"
"Leaver Dept.","2021","EO","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Kent","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Leicestershire, Rutland and Northamptonshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lincolnshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lincolnshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lincolnshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Lincolnshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Home Office (incl. agencies)","60","60","24630","24510"
"Leaver Dept.","2021","EO","Merseyside","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Merseyside","Valuation Office Agency","[c]","[c]","[c]","[c]"
