"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","No function","160","160","44740","36000"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Digital, Data & Technology","70","70","42780","40230"
"Leaver Dept.","2022","Department for Education","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","No function","290","280","43030","37100"
"Leaver Dept.","2022","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Grants Management","60","60","24620","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","No function","340","340","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","No function","140","140","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","No function","260","260","41210","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","No function","510","500","36730","34710"
"Leaver Dept.","2022","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Counter Fraud","90","90","28120","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Debt","60","50","23190","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Digital, Data & Technology","120","110","41510","36650"
"Leaver Dept.","2022","Department for Work and Pensions","Finance","100","100","37800","35310"
"Leaver Dept.","2022","Department for Work and Pensions","Human Resources","100","100","31480","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","No function","2310","2240","28260","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Project Delivery","60","60","35610","32580"
"Leaver Dept.","2022","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","220","220","34700","30090"
"Leaver Dept.","2022","Department of Health and Social Care","Analysis","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Commercial","260","100","47660","46000"
"Leaver Dept.","2022","Department of Health and Social Care","Communications","220","100","43700","40070"
"Leaver Dept.","2022","Department of Health and Social Care","Digital, Data & Technology","260","160","43970","38870"
"Leaver Dept.","2022","Department of Health and Social Care","Finance","270","120","40860","38570"
"Leaver Dept.","2022","Department of Health and Social Care","Human Resources","240","190","42510","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","No function","6340","5330","42940","37450"
"Leaver Dept.","2022","Department of Health and Social Care","Property","40","30","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Project Delivery","60","50","47610","49920"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","310","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","1320","1280","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","No function","150","150","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","1400","1360","35550","28990"
"Leaver Dept.","2022","Ministry of Defence","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Commercial","60","60","38030","37400"
"Leaver Dept.","2022","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Human Resources","60","60","34390","32000"
"Leaver Dept.","2022","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","No function","170","170","36390","34250"
"Leaver Dept.","2022","Ministry of Defence","Project Delivery","370","370","36840","34480"
"Leaver Dept.","2022","Ministry of Defence","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Security","60","60","35170","33970"
"Leaver Dept.","2022","Ministry of Defence","Unknown","220","220","33970","29200"
"Leaver Dept.","2022","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","No function","1720","1680","31470","26410"
"Leaver Dept.","2022","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","60","60","41610","37560"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
