"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Treasury (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","Declared disabled","150","120","30520","26160"
"Leaver CS","2022","Home Office","Heterosexual / straight","Declared non-disabled","1220","1020","32000","26910"
"Leaver CS","2022","Home Office","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared non-disabled","150","120","32820","28350"
"Leaver CS","2022","Home Office","Undeclared","Undeclared","60","50","33410","30740"
"Leaver CS","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","310","300","30910","27760"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Declared non-disabled","80","70","39610","32180"
"Leaver CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared non-disabled","70","60","49380","40930"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Unknown","90","90","38180","32960"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","60","60","54320","50150"
"Leaver CS","2022","Met Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Heterosexual / straight","Declared non-disabled","70","70","36200","36790"
"Leaver CS","2022","Met Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared disabled","260","230","29980","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared non-disabled","1820","1720","31610","27200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Undeclared","120","110","28610","26480"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Unknown","230","220","31930","28970"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","LGBO","Declared non-disabled","50","50","30420","26350"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared disabled","60","50","31270","27750"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared non-disabled","190","180","33170","29670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Undeclared","120","110","35670","35510"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Unknown","60","60","32570","33000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Declared non-disabled","60","60","28890","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","370","340","30620","26350"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared non-disabled","200","190","46220","41750"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","110","100","36190","32870"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Declared non-disabled","90","80","45160","41170"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Unknown","150","140","40280","37150"
"Leaver CS","2022","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
