"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","EO","Female","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Finance","70","50","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Human Resources","100","80","26710","26880"
"Leaver Dept.","2022","EO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Operational Delivery","1890","1770","27050","27570"
"Leaver Dept.","2022","EO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Other","190","180","27260","27570"
"Leaver Dept.","2022","EO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Policy","140","110","27350","27850"
"Leaver Dept.","2022","EO","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Science and Engineering","190","180","25570","25660"
"Leaver Dept.","2022","EO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Unknown","340","320","27950","27570"
"Leaver Dept.","2022","EO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Human Resources","40","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Operational Delivery","1100","1070","27230","27570"
"Leaver Dept.","2022","EO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Other","150","150","26650","27570"
"Leaver Dept.","2022","EO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Policy","100","80","27580","27690"
"Leaver Dept.","2022","EO","Male","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Science and Engineering","120","120","25270","26070"
"Leaver Dept.","2022","EO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Unknown","270","250","27780","27570"
"Leaver Dept.","2022","G6/G7","Female","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Communications","70","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Digital, Data and Technology","70","60","57920","57300"
"Leaver Dept.","2022","G6/G7","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Finance","70","50","58120","56360"
"Leaver Dept.","2022","G6/G7","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Human Resources","100","90","56970","54540"
"Leaver Dept.","2022","G6/G7","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Knowledge and Information Management","80","70","56340","54230"
"Leaver Dept.","2022","G6/G7","Female","Legal","60","60","59500","58500"
"Leaver Dept.","2022","G6/G7","Female","Medicine","60","50","64920","54760"
"Leaver Dept.","2022","G6/G7","Female","Operational Delivery","640","600","56970","54230"
"Leaver Dept.","2022","G6/G7","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Policy","410","310","57010","54340"
"Leaver Dept.","2022","G6/G7","Female","Project Delivery","60","60","58550","57760"
"Leaver Dept.","2022","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Science and Engineering","350","330","56780","53120"
"Leaver Dept.","2022","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Unknown","520","410","58530","54760"
"Leaver Dept.","2022","G6/G7","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Commercial","60","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Communications","60","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Digital, Data and Technology","110","100","57830","55420"
"Leaver Dept.","2022","G6/G7","Male","Economics","40","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Finance","80","70","57970","56480"
"Leaver Dept.","2022","G6/G7","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Medicine","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Operational Delivery","390","380","58140","54850"
"Leaver Dept.","2022","G6/G7","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Policy","390","300","57340","54260"
"Leaver Dept.","2022","G6/G7","Male","Project Delivery","60","60","57690","56310"
"Leaver Dept.","2022","G6/G7","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Science and Engineering","220","210","58540","54250"
"Leaver Dept.","2022","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Unknown","450","340","57910","54760"
"Leaver Dept.","2022","G6/G7","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Medicine","140","120","109890","106500"
"Leaver Dept.","2022","SCS","Female","Operational Delivery","80","60","94510","90240"
"Leaver Dept.","2022","SCS","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Policy","70","50","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Unknown","80","60","85380","76780"
"Leaver Dept.","2022","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Medicine","100","80","116770","114000"
"Leaver Dept.","2022","SCS","Male","Operational Delivery","60","50","98190","95200"
"Leaver Dept.","2022","SCS","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Policy","70","50","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Unknown","80","70","87660","79100"
"Leaver Dept.","2022","SEO/HEO","Female","Commercial","180","100","35790","36780"
"Leaver Dept.","2022","SEO/HEO","Female","Communications","120","110","36840","36330"
"Leaver Dept.","2022","SEO/HEO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Digital, Data and Technology","180","140","36950","36780"
"Leaver Dept.","2022","SEO/HEO","Female","Economics","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Finance","160","110","37030","36330"
"Leaver Dept.","2022","SEO/HEO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Human Resources","200","180","34620","33460"
"Leaver Dept.","2022","SEO/HEO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Knowledge and Information Management","80","70","36450","37090"
"Leaver Dept.","2022","SEO/HEO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Medicine","50","50","38080","39810"
"Leaver Dept.","2022","SEO/HEO","Female","Operational Delivery","1450","1360","35270","34320"
"Leaver Dept.","2022","SEO/HEO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Other","130","120","34390","34550"
"Leaver Dept.","2022","SEO/HEO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Policy","650","530","36670","35830"
"Leaver Dept.","2022","SEO/HEO","Female","Project Delivery","160","160","36580","36740"
"Leaver Dept.","2022","SEO/HEO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Science and Engineering","830","740","36170","36330"
"Leaver Dept.","2022","SEO/HEO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Unknown","950","870","34340","33250"
"Leaver Dept.","2022","SEO/HEO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Commercial","130","90","36290","36350"
"Leaver Dept.","2022","SEO/HEO","Male","Communications","70","70","36410","36590"
"Leaver Dept.","2022","SEO/HEO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Digital, Data and Technology","270","230","37450","36840"
"Leaver Dept.","2022","SEO/HEO","Male","Economics","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Finance","160","120","36910","36820"
"Leaver Dept.","2022","SEO/HEO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Human Resources","70","70","35310","33570"
"Leaver Dept.","2022","SEO/HEO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Operational Delivery","710","680","35740","35310"
"Leaver Dept.","2022","SEO/HEO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Other","80","80","35030","35060"
"Leaver Dept.","2022","SEO/HEO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Policy","550","470","36930","36650"
"Leaver Dept.","2022","SEO/HEO","Male","Project Delivery","140","140","37180","37000"
"Leaver Dept.","2022","SEO/HEO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Science and Engineering","360","350","36290","36330"
"Leaver Dept.","2022","SEO/HEO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Unknown","830","760","34460","33250"
"Leaver Dept.","2022","SEO/HEO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Operational Delivery","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","110","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
