"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","No function","210","190","48210","40070"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","No function","60","60","33760","31060"
"Leaver Dept.","2022","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Human Resources","50","50","34920","32330"
"Leaver Dept.","2022","Black","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","No function","660","630","34250","31060"
"Leaver Dept.","2022","Black","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Unknown","120","110","35780","31520"
"Leaver Dept.","2022","Black","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","No function","100","90","52090","40070"
"Leaver Dept.","2022","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","No function","310","290","37360","32330"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","No function","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","No function","80","70","38630","31700"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","No function","180","170","36490","31990"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Declared non-disabled","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","No function","110","110","39330","36330"
"Leaver Dept.","2022","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
