"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","West Midlands (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Operational Delivery","670","610","25870","20880"
"Leaver CS","2021","West Midlands (England)","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Property","Property","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Other","50","50","27250","21830"
"Leaver CS","2021","West Midlands (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","780","640","25370","26120"
"Leaver CS","2021","Yorkshire and The Humber","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Legal","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Operational Delivery","620","550","26360","20870"
"Leaver CS","2021","Yorkshire and The Humber","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Operational Delivery","70","60","27290","24110"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Other","80","80","24570","21370"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","1180","940","28500","27570"
"Leaver CS","2022","East Midlands (England)","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Digital, Data & Technology","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Operational Delivery","1280","1160","25150","23960"
"Leaver CS","2022","East Midlands (England)","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Science and Engineering","50","40","46900","40060"
"Leaver CS","2022","East Midlands (England)","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","No function","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Property","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Other","80","70","22650","21170"
"Leaver CS","2022","East Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","410","360","24050","21260"
"Leaver CS","2022","East of England","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
