"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Lothian and Midlothian","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared non-disabled","AA/AO","100","90","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared non-disabled","AA/AO","100","90","21220","21260"
"Leaver CS","2022","East Sussex CC","Declared non-disabled","EO","40","40","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared non-disabled","EO","50","40","29370","29290"
"Leaver CS","2022","Essex Haven Gateway","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared non-disabled","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Fermanagh and Omagh","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Fermanagh and Omagh","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","AA/AO","170","160","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared disabled","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared non-disabled","AA/AO","160","140","21260","21260"
"Leaver CS","2022","Glasgow City","Declared non-disabled","EO","110","100","26310","27080"
"Leaver CS","2022","Glasgow City","Declared non-disabled","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Declared non-disabled","SEO/HEO","110","100","37390","36130"
"Leaver CS","2022","Glasgow City","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Unknown","AA/AO","80","70","22530","21280"
"Leaver CS","2022","Glasgow City","Unknown","EO","60","50","29070","27570"
"Leaver CS","2022","Glasgow City","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","EO","40","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared non-disabled","AA/AO","70","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared non-disabled","EO","40","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
