"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office for Standards in Education","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","No function","White","90","80","55130","51360"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","No function","White","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Finance","Asian","[c]","[c]","[c]","[c]"
