"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Finance","Asian","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","White","Female","170","150","40370","35850"
"Leaver Dept.","2022","Finance","White","Male","150","140","45980","41170"
"Leaver Dept.","2022","Geography","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Black","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","White","Female","300","290","39800","33400"
"Leaver Dept.","2022","Human Resources","White","Male","110","100","42330","36540"
"Leaver Dept.","2022","Inspector of Education and Training","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","White","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","White","Female","130","120","44270","40840"
"Leaver Dept.","2022","Knowledge and Information Management","White","Male","80","80","43350","39150"
"Leaver Dept.","2022","Legal","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","White","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Legal","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Asian","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","White","Female","170","130","82380","84560"
"Leaver Dept.","2022","Medicine","White","Male","90","80","99350","104470"
"Leaver Dept.","2022","Operational Delivery","Asian","Female","660","610","30430","27570"
"Leaver Dept.","2022","Operational Delivery","Asian","Male","450","430","29780","27570"
"Leaver Dept.","2022","Operational Delivery","Black","Female","400","380","32320","29290"
"Leaver Dept.","2022","Operational Delivery","Black","Male","150","140","32890","28430"
"Leaver Dept.","2022","Operational Delivery","Mixed","Female","170","150","32430","27570"
"Leaver Dept.","2022","Operational Delivery","Mixed","Male","80","80","34060","29870"
"Leaver Dept.","2022","Operational Delivery","Other ethnicity","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Undeclared","Female","240","220","37580","32330"
"Leaver Dept.","2022","Operational Delivery","Undeclared","Male","190","180","35940","29270"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","500","450","29830","26440"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","350","330","31340","27570"
"Leaver Dept.","2022","Operational Delivery","White","Female","3430","3190","32950","27570"
"Leaver Dept.","2022","Operational Delivery","White","Male","1850","1800","34490","27570"
"Leaver Dept.","2022","Operational Research","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Asian","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Black","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Other","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Other","White","Female","300","290","29970","27570"
"Leaver Dept.","2022","Other","White","Male","210","210","33410","27570"
"Leaver Dept.","2022","Planning","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Asian","Female","110","100","41900","36540"
"Leaver Dept.","2022","Policy","Asian","Male","90","80","37740","35070"
"Leaver Dept.","2022","Policy","Black","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Mixed","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Mixed","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Female","310","140","43390","40010"
"Leaver Dept.","2022","Policy","Unknown","Male","290","150","45100","40320"
"Leaver Dept.","2022","Policy","White","Female","720","640","45850","40470"
"Leaver Dept.","2022","Policy","White","Male","620","570","47980","44500"
"Leaver Dept.","2022","Project Delivery","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Female","180","170","39520","36740"
"Leaver Dept.","2022","Project Delivery","White","Male","170","170","41890","37910"
"Leaver Dept.","2022","Property","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
