"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Operational Delivery","1680","1530","22120","19930"
"Leaver CS","2021","Unknown","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Operational Delivery","140","120","29860","29560"
"Leaver CS","2021","Unknown","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Unknown","270","250","36720","30160"
"Leaver CS","2021","Unknown","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Operational Delivery","70","50","25000","19130"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Legal","230","210","55430","55000"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Operational Delivery","140","120","24650","22200"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Other","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Unknown","320","300","48780","41330"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
