"Status","Year","Organisation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","White","170","140","45070","54770"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Unknown","50","50","28300","27020"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","White","300","280","35090","32560"
"Leaver CS","2021","Defence Equipment and Support","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
