"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","20-29","90","90","33810","33740"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","30-39","140","130","40670","37600"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","40-49","130","130","48480","45580"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","50-59","70","60","44470","38010"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","20-29","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","30-39","80","60","37350","36250"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","40-49","70","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","50-59","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","20-29","60","60","33240","31800"
"Leaver Dept.","2022","Finance","Declared non-disabled","30-39","90","90","42610","39960"
"Leaver Dept.","2022","Finance","Declared non-disabled","40-49","100","90","45180","40470"
"Leaver Dept.","2022","Finance","Declared non-disabled","50-59","70","60","44440","41900"
"Leaver Dept.","2022","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","20-29","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","30-39","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","40-49","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","50-59","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","20-29","150","140","30470","28000"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","30-39","140","140","37400","32330"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","40-49","110","110","40330","36330"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","50-59","80","80","42430","37300"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","20-29","60","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","30-39","40","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","20-29","340","330","29500","27680"
"Leaver Dept.","2022","No function","Declared disabled","30-39","330","310","35730","31990"
"Leaver Dept.","2022","No function","Declared disabled","40-49","250","230","37150","31990"
"Leaver Dept.","2022","No function","Declared disabled","50-59","220","200","36450","30320"
"Leaver Dept.","2022","No function","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared non-disabled","20-29","2810","2720","30150","27570"
"Leaver Dept.","2022","No function","Declared non-disabled","30-39","2720","2590","37550","33210"
"Leaver Dept.","2022","No function","Declared non-disabled","40-49","1970","1830","42370","36410"
"Leaver Dept.","2022","No function","Declared non-disabled","50-59","1300","1210","43580","35420"
"Leaver Dept.","2022","No function","Declared non-disabled","60-64","240","200","49090","39030"
"Leaver Dept.","2022","No function","Declared non-disabled","65+","90","60","47440","33420"
"Leaver Dept.","2022","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Undeclared","20-29","160","160","29780","27910"
"Leaver Dept.","2022","No function","Undeclared","30-39","170","170","36410","32340"
"Leaver Dept.","2022","No function","Undeclared","40-49","110","100","37380","31830"
"Leaver Dept.","2022","No function","Undeclared","50-59","80","80","36710","28590"
"Leaver Dept.","2022","No function","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","20-29","1260","1090","31700","32000"
"Leaver Dept.","2022","No function","Unknown","30-39","870","750","39180","34540"
"Leaver Dept.","2022","No function","Unknown","40-49","820","680","46750","41820"
"Leaver Dept.","2022","No function","Unknown","50-59","720","600","54130","48860"
"Leaver Dept.","2022","No function","Unknown","60-64","200","160","57400","46000"
"Leaver Dept.","2022","No function","Unknown","65+","80","60","51230","38200"
"Leaver Dept.","2022","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","20-29","130","130","29010","27540"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","30-39","120","120","40640","38600"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","40-49","130","120","46410","42150"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","50-59","90","90","45360","38780"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","40-49","40","30","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","50-59","[c]","[c]","[c]","[c]"
