"Status","Year","Sex","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Unknown","970","890","34080","32000"
"Leaver Dept.","2022","Female","30-39","Commercial","90","60","36150","36780"
"Leaver Dept.","2022","Female","30-39","Communications","80","60","39730","36580"
"Leaver Dept.","2022","Female","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Digital, Data and Technology","90","80","39940","36920"
"Leaver Dept.","2022","Female","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Finance","80","60","41160","37040"
"Leaver Dept.","2022","Female","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Human Resources","110","100","38230","33070"
"Leaver Dept.","2022","Female","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Knowledge and Information Management","50","50","42640","40070"
"Leaver Dept.","2022","Female","30-39","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Medicine","50","50","64410","53080"
"Leaver Dept.","2022","Female","30-39","Operational Delivery","1430","1330","32260","27570"
"Leaver Dept.","2022","Female","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Other","100","90","32420","27570"
"Leaver Dept.","2022","Female","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Policy","390","340","46940","48200"
"Leaver Dept.","2022","Female","30-39","Project Delivery","80","70","39860","39170"
"Leaver Dept.","2022","Female","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Science and Engineering","410","380","36840","36330"
"Leaver Dept.","2022","Female","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Unknown","700","580","46060","42520"
"Leaver Dept.","2022","Female","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Commercial","70","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Communications","50","30","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Digital, Data and Technology","90","70","45880","41950"
"Leaver Dept.","2022","Female","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Finance","100","70","42070","38060"
"Leaver Dept.","2022","Female","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Human Resources","100","90","43220","39960"
"Leaver Dept.","2022","Female","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Knowledge and Information Management","70","60","45710","48860"
"Leaver Dept.","2022","Female","40-49","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Medicine","90","70","76620","84560"
"Leaver Dept.","2022","Female","40-49","Operational Delivery","1250","1140","35740","30000"
"Leaver Dept.","2022","Female","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Other","90","90","32250","27580"
"Leaver Dept.","2022","Female","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Policy","220","170","52830","53130"
"Leaver Dept.","2022","Female","40-49","Project Delivery","80","80","45620","41090"
"Leaver Dept.","2022","Female","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Science and Engineering","400","360","42920","40070"
"Leaver Dept.","2022","Female","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Unknown","410","340","51330","53600"
"Leaver Dept.","2022","Female","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Finance","70","50","42240","37750"
"Leaver Dept.","2022","Female","50-59","Human Resources","80","70","43440","40060"
"Leaver Dept.","2022","Female","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Medicine","80","70","99940","107720"
"Leaver Dept.","2022","Female","50-59","Operational Delivery","940","860","35900","29290"
"Leaver Dept.","2022","Female","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Other","80","80","30360","27570"
"Leaver Dept.","2022","Female","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Policy","130","80","55440","51660"
"Leaver Dept.","2022","Female","50-59","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Science and Engineering","280","250","46790","45840"
"Leaver Dept.","2022","Female","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Unknown","260","220","47480","37440"
"Leaver Dept.","2022","Female","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Operational Delivery","190","160","39150","28690"
"Leaver Dept.","2022","Female","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Science and Engineering","50","40","42360","40060"
"Leaver Dept.","2022","Female","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Operational Delivery","60","40","31680","28040"
"Leaver Dept.","2022","Female","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Commercial","50","30","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Digital, Data and Technology","80","70","33750","32940"
"Leaver Dept.","2022","Male","20-29","Economics","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Finance","60","40","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Operational Delivery","870","840","27150","26880"
"Leaver Dept.","2022","Male","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Other","130","130","27540","27570"
"Leaver Dept.","2022","Male","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Policy","430","360","38360","35070"
"Leaver Dept.","2022","Male","20-29","Project Delivery","70","70","32290","30750"
"Leaver Dept.","2022","Male","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Science and Engineering","180","180","27910","27540"
"Leaver Dept.","2022","Male","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Unknown","780","700","34700","32000"
"Leaver Dept.","2022","Male","30-39","Commercial","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Communications","70","50","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Digital, Data and Technology","140","130","39540","37100"
"Leaver Dept.","2022","Male","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Finance","80","70","42300","38150"
"Leaver Dept.","2022","Male","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Operational Delivery","960","940","31440","27570"
"Leaver Dept.","2022","Male","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Other","100","100","30720","27570"
"Leaver Dept.","2022","Male","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Policy","390","340","47920","47150"
"Leaver Dept.","2022","Male","30-39","Project Delivery","60","60","41150","39040"
"Leaver Dept.","2022","Male","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Science and Engineering","170","160","36250","36330"
"Leaver Dept.","2022","Male","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Unknown","660","570","44340","38670"
"Leaver Dept.","2022","Male","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Commercial","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Digital, Data and Technology","120","110","48100","44430"
"Leaver Dept.","2022","Male","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Finance","90","70","47440","42780"
"Leaver Dept.","2022","Male","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Medicine","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Operational Delivery","640","620","37410","30180"
"Leaver Dept.","2022","Male","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Other","70","70","39830","30800"
"Leaver Dept.","2022","Male","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Policy","180","140","52960","53380"
"Leaver Dept.","2022","Male","40-49","Project Delivery","70","70","46640","42250"
"Leaver Dept.","2022","Male","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Science and Engineering","190","180","45250","44580"
"Leaver Dept.","2022","Male","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Unknown","360","310","53100","49700"
"Leaver Dept.","2022","Male","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","50-59","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","50-59","Communications","[c]","[c]","[c]","[c]"
