"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Unknown","130","120","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Knowledge and Information Management","50","50","30400","28530"
"Leaver CS","2022","Unknown","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Operational Delivery","200","190","25720","22040"
"Leaver CS","2022","Unknown","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Policy","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Unknown","210","180","33480","27570"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
