"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","20-29","140","140","25210","23530"
"Leaver CS","2021","Public Health England","Declared non-disabled","30-39","150","140","38080","36690"
"Leaver CS","2021","Public Health England","Declared non-disabled","40-49","90","80","44500","40890"
"Leaver CS","2021","Public Health England","Declared non-disabled","50-59","70","60","49560","44730"
"Leaver CS","2021","Public Health England","Declared non-disabled","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
