"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Teaching Regulation Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","White","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","The National Archives","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Asian","Declared non-disabled","60","50","35330","32160"
"Leaver CS","2022","UK Health Security Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Black","Declared non-disabled","60","50","32530","28590"
"Leaver CS","2022","UK Health Security Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Unknown","170","170","50400","40650"
"Leaver CS","2022","UK Health Security Agency","White","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","White","Declared non-disabled","300","280","37690","32330"
"Leaver CS","2022","UK Health Security Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","White","Unknown","60","50","46090","40560"
"Leaver CS","2022","UK Hydrographic Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","White","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","90","60","[c]","[c]"
"Leaver CS","2022","UK Space Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Unknown","120","110","26220","22610"
"Leaver CS","2022","UK Statistics Authority","White","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","White","Declared non-disabled","190","150","30520","23880"
"Leaver CS","2022","UK Statistics Authority","White","Undeclared","100","90","30260","29540"
"Leaver CS","2022","UK Statistics Authority","White","Unknown","50","30","20820","19610"
"Leaver CS","2022","UK Supreme Court","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Unknown","Unknown","70","60","26930","22040"
"Leaver CS","2022","Valuation Office Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","White","Declared non-disabled","110","90","30780","26030"
"Leaver CS","2022","Valuation Office Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
