"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","110","100","37400","32000"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
