"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Home Office","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Operational Delivery","1400","1140","27680","25310"
"Leaver CS","2022","Home Office","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Other","140","130","32490","26160"
"Leaver CS","2022","Home Office","Unknown","Policy","120","120","48250","41970"
"Leaver CS","2022","Home Office","Unknown","Project Delivery","70","60","47570","41950"
"Leaver CS","2022","Home Office","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Commercial","100","90","38740","36630"
"Leaver CS","2022","Ministry of Defence","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Communications","50","50","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Digital, Data and Technology","200","180","34610","33290"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Finance","110","100","34550","29200"
"Leaver CS","2022","Ministry of Defence","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","Human Resources","140","130","29870","26350"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Other","120","110","30450","26060"
"Leaver CS","2022","Ministry of Defence","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Science and Engineering","260","240","33960","30560"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Other","160","150","25750","23230"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Project Delivery","350","340","39220","38730"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Science and Engineering","230","220","35950","33500"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Property","190","180","31320","33000"
"Leaver CS","2022","Ministry of Defence","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","Intelligence Analysis","60","60","34880","33300"
"Leaver CS","2022","Ministry of Defence","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","Security","600","580","31280","26750"
"Leaver CS","2022","Ministry of Defence","Unknown","Finance","160","150","35490","33300"
"Leaver CS","2022","Ministry of Defence","Unknown","Medicine","270","230","41480","37280"
"Leaver CS","2022","Ministry of Defence","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Other","1440","1360","27390","22080"
"Leaver CS","2022","Ministry of Defence","Unknown","Policy","60","50","42420","40580"
"Leaver CS","2022","Ministry of Defence","Unknown","Science and Engineering","190","180","32360","26680"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Operational Delivery","8910","8210","26920","21410"
"Leaver CS","2022","Ministry of Justice","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Psychology","90","90","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Unknown","730","630","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Operational Delivery","260","250","41320","39730"
"Leaver CS","2022","National Crime Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Inspector of Education and Training","120","110","64820","70500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Other","110","110","41450","34000"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Project Delivery","[c]","[c]","[c]","[c]"
