"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Economics","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Analysis","50","40","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Finance","60","60","21990","21830"
"Leaver CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Finance","80","60","26670","26670"
"Leaver CS","2022","Finance","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","60","50","25680","26670"
"Leaver CS","2022","Finance","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Finance","90","80","58900","57210"
"Leaver CS","2022","Finance","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Finance","180","140","39100","39010"
"Leaver CS","2022","Finance","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","90","80","36450","33630"
"Leaver CS","2022","Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Human Resources","110","100","21610","21170"
"Leaver CS","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Human Resources","120","90","26040","26930"
"Leaver CS","2022","Human Resources","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Human Resources","80","80","57760","55000"
"Leaver CS","2022","Human Resources","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Human Resources","200","180","37570","36650"
"Leaver CS","2022","Human Resources","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","No function","60","60","76460","75500"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","No function","50","50","49600","51360"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Unknown","50","40","27220","27370"
"Leaver CS","2022","Intelligence Analysis","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Security","30","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","No function","40","30","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","No function","40","30","[c]","[c]"
"Leaver CS","2022","International Trade","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","No function","30","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","No function","120","100","25670","25080"
"Leaver CS","2022","Knowledge and Information Management","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","No function","60","60","55160","53220"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","No function","150","140","35090","36330"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Legal","340","300","58820","55610"
"Leaver CS","2022","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Legal","100","90","41890","40000"
"Leaver CS","2022","Medicine","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Unknown","50","50","22830","23280"
"Leaver CS","2022","Medicine","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Unknown","60","50","31210","31530"
"Leaver CS","2022","Medicine","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","No function","120","100","100960","101430"
"Leaver CS","2022","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Unknown","110","100","39190","39030"
"Leaver CS","2022","Medicine","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Grants Management","90","80","21180","21300"
"Leaver CS","2022","Operational Delivery","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Legal","140","120","22130","22200"
"Leaver CS","2022","Operational Delivery","AA/AO","No function","9900","8880","21240","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Property","130","120","21510","21880"
"Leaver CS","2022","Operational Delivery","AA/AO","Unknown","520","400","21980","21680"
"Leaver CS","2022","Operational Delivery","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","No function","5240","4650","28120","27570"
"Leaver CS","2022","Operational Delivery","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Unknown","720","590","27410","26210"
"Leaver CS","2022","Operational Delivery","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","No function","720","670","58460","56000"
"Leaver CS","2022","Operational Delivery","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","No function","90","80","97310","91260"
"Leaver CS","2022","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","No function","1860","1670","37050","36260"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Unknown","200","180","36620","35600"
"Leaver CS","2022","Operational Delivery","Unknown","No function","1480","1330","34450","29600"
"Leaver CS","2022","Operational Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","Debt","180","150","21330","21260"
"Leaver CS","2022","Other","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","No function","130","130","21610","21260"
"Leaver CS","2022","Other","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","Unknown","840","780","20950","21130"
"Leaver CS","2022","Other","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","EO","Debt","[c]","[c]","[c]","[c]"
