"Status","Year","Function_of_post","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","80","80","38130","38350"
"Leaver Dept.","2021","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","60","50","59350","55140"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","60","60","37820","37850"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","G6/G7","60","60","58980","58130"
"Leaver Dept.","2021","Finance","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","60","60","39860","40300"
"Leaver Dept.","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","60","60","57010","56380"
"Leaver Dept.","2021","Human Resources","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","140","130","35870","34400"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","60","60","34800","34140"
"Leaver Dept.","2021","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","G6/G7","80","70","59260","58750"
"Leaver Dept.","2021","Legal","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","G6/G7","60","60","55140","53490"
"Leaver Dept.","2021","No function","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","SEO/HEO","60","60","35320","35630"
"Leaver Dept.","2021","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","AA/AO","620","600","20440","19930"
"Leaver Dept.","2021","No function","Operational Delivery","EO","250","240","24940","24250"
"Leaver Dept.","2021","No function","Operational Delivery","G6/G7","90","80","55790","53860"
"Leaver Dept.","2021","No function","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","SEO/HEO","270","260","34460","33100"
"Leaver Dept.","2021","No function","Operational Delivery","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","EO","140","140","27490","27310"
"Leaver Dept.","2021","No function","Policy","G6/G7","410","400","55400","53400"
"Leaver Dept.","2021","No function","Policy","SCS","60","60","85130","75410"
"Leaver Dept.","2021","No function","Policy","SEO/HEO","640","620","35480","33960"
"Leaver Dept.","2021","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","70","70","27500","27500"
"Leaver Dept.","2021","No function","Unknown","G6/G7","200","190","57260","54700"
"Leaver Dept.","2021","No function","Unknown","SCS","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","710","700","32370","32000"
"Leaver Dept.","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","SCS","[c]","[c]","[c]","[c]"
