"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","360","360","33880","32000"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","290","290","35130","32000"
"Leaver Dept.","2021","Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Operational Delivery","100","90","25970","21590"
"Leaver Dept.","2021","Wales","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Unknown","120","120","26650","27570"
"Leaver Dept.","2021","Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Operational Delivery","80","80","27670","21590"
"Leaver Dept.","2021","Wales","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Operational Delivery","120","120","22870","20940"
"Leaver Dept.","2021","West Midlands (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Unknown","120","120","26750","27570"
"Leaver Dept.","2021","West Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Operational Delivery","100","90","23930","21170"
"Leaver Dept.","2021","West Midlands (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Operational Delivery","80","70","27060","21990"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Unknown","200","170","33550","30660"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Unknown","160","140","34290","31990"
"Leaver Dept.","2022","East Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Operational Delivery","230","220","27970","25120"
"Leaver Dept.","2022","East Midlands (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Science and Engineering","60","50","37260","36330"
"Leaver Dept.","2022","East Midlands (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Operational Delivery","120","120","27440","25120"
"Leaver Dept.","2022","East Midlands (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Policy","[c]","[c]","[c]","[c]"
