"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Declared non-disabled","60","60","26720","27350"
"Leaver Dept.","2021","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SEO/HEO","Declared non-disabled","70","70","33960","33140"
"Leaver Dept.","2021","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","EO","Declared non-disabled","90","90","27510","27310"
"Leaver Dept.","2021","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","EO","Unknown","70","70","28170","27610"
"Leaver Dept.","2021","Policy","G6/G7","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","G6/G7","Declared non-disabled","320","310","56390","54400"
"Leaver Dept.","2021","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","G6/G7","Unknown","170","160","55330","53510"
"Leaver Dept.","2021","Policy","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","SCS","Declared non-disabled","60","60","82930","76510"
"Leaver Dept.","2021","Policy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","SEO/HEO","Declared disabled","60","60","36160","36340"
"Leaver Dept.","2021","Policy","SEO/HEO","Declared non-disabled","390","380","36450","35070"
"Leaver Dept.","2021","Policy","SEO/HEO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","SEO/HEO","Unknown","320","320","35700","34620"
"Leaver Dept.","2021","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Declared non-disabled","80","70","58290","57120"
"Leaver Dept.","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Declared non-disabled","140","140","34470","33420"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared disabled","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared non-disabled","670","630","21250","21010"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","370","350","21110","21010"
"Leaver Dept.","2021","Unknown","EO","Declared disabled","130","120","27730","27570"
"Leaver Dept.","2021","Unknown","EO","Declared non-disabled","860","800","27700","27570"
"Leaver Dept.","2021","Unknown","EO","Undeclared","70","70","28130","27570"
"Leaver Dept.","2021","Unknown","EO","Unknown","230","200","27910","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Declared non-disabled","440","400","57890","55910"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","280","200","57180","54700"
"Leaver Dept.","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Declared non-disabled","80","80","84390","77770"
"Leaver Dept.","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared disabled","150","140","35030","34140"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared non-disabled","1020","920","35120","34250"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","90","90","36770","34880"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","680","570","32050","32000"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Declared non-disabled","60","50","57470","54830"
"Leaver Dept.","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Declared non-disabled","140","130","35640","35310"
"Leaver Dept.","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Unknown","140","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Unknown","80","[c]","[c]","[c]"
