"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Other","260","250","31970","30400"
"Leaver CS","2021","Unknown","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Science and Engineering","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Security","60","60","27240","24970"
"Leaver CS","2021","Unknown","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Operational Delivery","1360","1290","22100","19930"
"Leaver CS","2021","Unknown","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Operational Delivery","210","190","28770","25870"
"Leaver CS","2021","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Unknown","150","130","37640","30650"
"Leaver CS","2021","Unknown","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Legal","150","130","59360","55610"
"Leaver CS","2021","White","Attorney General's Departments","Operational Delivery","70","60","29020","23470"
"Leaver CS","2021","White","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","120","110","49000","41590"
"Leaver CS","2021","White","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Operational Delivery","80","70","34540","28850"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Policy","80","80","54520","53600"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Policy","90","80","49370","42130"
"Leaver CS","2021","White","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
