"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","20-29","320","320","36110","33380"
"Leaver Dept.","2021","Policy","Male","30-39","270","260","47060","50420"
"Leaver Dept.","2021","Policy","Male","40-49","90","90","56160","53830"
"Leaver Dept.","2021","Policy","Male","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","20-29","70","70","31450","30420"
"Leaver Dept.","2021","Project Delivery","Female","30-39","60","50","44220","42470"
"Leaver Dept.","2021","Project Delivery","Female","40-49","60","50","48970","42450"
"Leaver Dept.","2021","Project Delivery","Female","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","20-29","60","60","31270","28630"
"Leaver Dept.","2021","Project Delivery","Male","30-39","50","50","40020","36730"
"Leaver Dept.","2021","Project Delivery","Male","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","20-29","1130","1030","31490","32000"
"Leaver Dept.","2021","Unknown","Female","30-39","830","720","38030","32000"
"Leaver Dept.","2021","Unknown","Female","40-49","580","520","37700","31380"
"Leaver Dept.","2021","Unknown","Female","50-59","410","380","35240","31100"
"Leaver Dept.","2021","Unknown","Female","60-64","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","20-29","900","820","32100","32000"
"Leaver Dept.","2021","Unknown","Male","30-39","780","710","38160","32320"
"Leaver Dept.","2021","Unknown","Male","40-49","400","360","39470","32000"
"Leaver Dept.","2021","Unknown","Male","50-59","270","260","40790","33180"
"Leaver Dept.","2021","Unknown","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","60","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","20-29","60","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","30-39","90","60","36150","36780"
"Leaver Dept.","2022","Commercial","Female","40-49","70","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","20-29","50","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","30-39","60","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","20-29","70","60","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","30-39","80","60","39730","36580"
"Leaver Dept.","2022","Communications","Female","40-49","50","30","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","20-29","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","30-39","70","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","20-29","80","60","34460","34000"
"Leaver Dept.","2022","Digital, Data and Technology","Female","30-39","90","80","39940","36920"
"Leaver Dept.","2022","Digital, Data and Technology","Female","40-49","90","70","45880","41950"
"Leaver Dept.","2022","Digital, Data and Technology","Female","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Male","20-29","80","70","33750","32940"
"Leaver Dept.","2022","Digital, Data and Technology","Male","30-39","140","130","39540","37100"
"Leaver Dept.","2022","Digital, Data and Technology","Male","40-49","120","110","48100","44430"
"Leaver Dept.","2022","Digital, Data and Technology","Male","50-59","80","70","45130","40520"
"Leaver Dept.","2022","Digital, Data and Technology","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","20-29","40","30","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","20-29","60","50","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","20-29","70","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","30-39","80","60","41160","37040"
"Leaver Dept.","2022","Finance","Female","40-49","100","70","42070","38060"
"Leaver Dept.","2022","Finance","Female","50-59","70","50","42240","37750"
"Leaver Dept.","2022","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","20-29","60","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","30-39","80","70","42300","38150"
"Leaver Dept.","2022","Finance","Male","40-49","90","70","47440","42780"
"Leaver Dept.","2022","Finance","Male","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","20-29","150","130","29780","28790"
"Leaver Dept.","2022","Human Resources","Female","30-39","110","100","38230","33070"
"Leaver Dept.","2022","Human Resources","Female","40-49","100","90","43220","39960"
"Leaver Dept.","2022","Human Resources","Female","50-59","80","70","43440","40060"
"Leaver Dept.","2022","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","20-29","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","30-39","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","40-49","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","30-39","50","50","42640","40070"
"Leaver Dept.","2022","Knowledge and Information Management","Female","40-49","70","60","45710","48860"
"Leaver Dept.","2022","Knowledge and Information Management","Female","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","60-64","[c]","[c]","[c]","[c]"
