"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Mid Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Milton Keynes","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Milton Keynes","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Milton Keynes","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Milton Keynes","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Milton Keynes","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Monmouthshire and Newport","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Monmouthshire and Newport","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Monmouthshire and Newport","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Monmouthshire and Newport","UK Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Na h-Eileanan Siar","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North and North East Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North and West Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North and West Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Lanarkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Nottinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northumberland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Norwich and East Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Norwich and East Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Norwich and East Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Nottingham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Nottingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Nottingham","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Nottingham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Nottingham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Oxfordshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Oxfordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Oxfordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Oxfordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Peterborough","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Plymouth","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Plymouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Portsmouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Portsmouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Redbridge and Waltham Forest","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Redbridge and Waltham Forest","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Borders","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sefton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sefton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sefton","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sheffield","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sheffield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sheffield","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sheffield","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Solihull","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Solihull","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Somerset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Somerset CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Somerset CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Somerset CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South and West Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Hampshire","UK Statistics Authority","60","50","27490","23620"
"Leaver CS","2022","Undeclared","South Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Lanarkshire","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Lanarkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Teesside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Teesside","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Teesside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southampton","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Staffordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Staffordshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Staffordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Stoke-on-Trent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Stoke-on-Trent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Suffolk CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sunderland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Sunderland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swansea","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swansea","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swansea","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swansea","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Telford and Wrekin","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Telford and Wrekin","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Thurrock","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Thurrock","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tower Hamlets","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tyneside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Transport","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wakefield","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wakefield","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Walsall","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wandsworth","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Warrington","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Warwickshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Warwickshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Warwickshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Lothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Surrey","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (North East)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (North East)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (North East)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (South West)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
