"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","60","50","52280","53000"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Internal Audit Agency","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Legal Department","Declared non-disabled","130","120","49440","51250"
"Leaver CS","2022","Heterosexual / straight","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Health and Safety Executive","Declared non-disabled","110","90","40980","35910"
"Leaver CS","2022","Heterosexual / straight","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Courts and Tribunals Service","Declared disabled","180","150","24090","20970"
"Leaver CS","2022","Heterosexual / straight","HM Courts and Tribunals Service","Declared non-disabled","920","790","24660","20970"
"Leaver CS","2022","Heterosexual / straight","HM Courts and Tribunals Service","Undeclared","50","40","23130","20810"
"Leaver CS","2022","Heterosexual / straight","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","Declared non-disabled","140","110","35530","33840"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","Unknown","50","50","28970","25850"
"Leaver CS","2022","Heterosexual / straight","HM Prison and Probation Service","Declared disabled","540","490","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Prison and Probation Service","Declared non-disabled","3470","3260","32450","27120"
"Leaver CS","2022","Heterosexual / straight","HM Prison and Probation Service","Undeclared","270","240","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Prison and Probation Service","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Declared non-disabled","80","60","33600","28920"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury (excl. agencies)","Declared non-disabled","110","100","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Home Office","Declared disabled","150","120","30520","26160"
"Leaver CS","2022","Heterosexual / straight","Home Office","Declared non-disabled","1220","1020","32000","26910"
"Leaver CS","2022","Heterosexual / straight","Home Office","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Home Office","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Maritime and Coastguard Agency","Declared non-disabled","80","70","39610","32180"
"Leaver CS","2022","Heterosexual / straight","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","70","60","49380","40930"
"Leaver CS","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","Unknown","90","90","38180","32960"
"Leaver CS","2022","Heterosexual / straight","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Met Office","Declared non-disabled","70","70","36200","36790"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Declared disabled","260","230","29980","26670"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Declared non-disabled","1820","1720","31610","27200"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Undeclared","120","110","28610","26480"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Unknown","230","220","31930","28970"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Declared non-disabled","200","190","46220","41750"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","Declared non-disabled","90","80","45160","41170"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","Unknown","150","140","40280","37150"
"Leaver CS","2022","Heterosexual / straight","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","130","120","54190","51360"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Declared non-disabled","120","120","42250","37320"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Public Guardian","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectorate","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Public Health England","Declared disabled","60","60","41970","35970"
"Leaver CS","2022","Heterosexual / straight","Public Health England","Declared non-disabled","930","840","42190","38200"
"Leaver CS","2022","Heterosexual / straight","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Public Health England","Unknown","80","70","51090","42300"
"Leaver CS","2022","Heterosexual / straight","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Rural Payments Agency","Declared non-disabled","60","50","27450","25530"
