"Status","Year","Ethnicity","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other ethnicity","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","70","60","35210","31980"
"Leaver Dept.","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Operational Delivery","70","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Unknown","90","80","35250","31240"
"Leaver Dept.","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Operational Delivery","220","210","27870","22680"
"Leaver Dept.","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Policy","320","310","41980","37410"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","880","730","35110","32000"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Operational Delivery","160","160","27390","23480"
"Leaver Dept.","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Policy","250","250","41360","36990"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","810","700","36740","32000"
"Leaver Dept.","2021","White","Female","Commercial","60","60","38350","37390"
"Leaver Dept.","2021","White","Female","Communications","60","60","44260","41440"
"Leaver Dept.","2021","White","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Female","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Female","Finance","70","70","47490","49590"
"Leaver Dept.","2021","White","Female","Human Resources","120","120","38690","33910"
"Leaver Dept.","2021","White","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","White","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Operational Delivery","640","610","29320","24310"
"Leaver Dept.","2021","White","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Other","120","110","35970","27870"
"Leaver Dept.","2021","White","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Policy","440","420","47350","42780"
"Leaver Dept.","2021","White","Female","Project Delivery","140","140","41820","33770"
"Leaver Dept.","2021","White","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Science and Engineering","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Female","Unknown","1670","1510","34920","31990"
"Leaver Dept.","2021","White","Male","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Male","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Digital, Data and Technology","70","60","41190","36890"
"Leaver Dept.","2021","White","Male","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Male","Finance","60","60","48530","45480"
"Leaver Dept.","2021","White","Male","Human Resources","80","70","41480","38200"
"Leaver Dept.","2021","White","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Operational Delivery","470","470","30100","25040"
"Leaver Dept.","2021","White","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Other","70","70","39870","32830"
"Leaver Dept.","2021","White","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Policy","360","350","46640","40690"
"Leaver Dept.","2021","White","Male","Project Delivery","120","120","43480","40380"
"Leaver Dept.","2021","White","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Science and Engineering","60","60","35750","32680"
"Leaver Dept.","2021","White","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Male","Unknown","1170","1080","37300","32000"
"Leaver Dept.","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Finance","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Medicine","50","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Operational Delivery","660","610","30430","27570"
"Leaver Dept.","2022","Asian","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Policy","110","100","41900","36540"
"Leaver Dept.","2022","Asian","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Science and Engineering","170","160","35820","32650"
"Leaver Dept.","2022","Asian","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Unknown","160","140","43060","36080"
"Leaver Dept.","2022","Asian","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Operational Delivery","450","430","29780","27570"
"Leaver Dept.","2022","Asian","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Policy","90","80","37740","35070"
"Leaver Dept.","2022","Asian","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Science and Engineering","80","80","36000","35360"
"Leaver Dept.","2022","Asian","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Unknown","150","140","41120","35060"
"Leaver Dept.","2022","Asian","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Counter Fraud","[c]","[c]","[c]","[c]"
