"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Asian","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Department for Work and Pensions (excl. agencies)","960","950","27670","27570"
"New entrant CS","2021","20-29","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","HM Courts and Tribunals Service","60","60","22640","21300"
"New entrant CS","2021","20-29","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","HM Prison and Probation Service","70","70","24390","22920"
"New entrant CS","2021","20-29","Asian","HM Revenue and Customs (excl. agencies)","120","120","23390","20140"
"New entrant CS","2021","20-29","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Home Office (incl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Public Health England","100","90","25730","23530"
"New entrant CS","2021","20-29","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Department for Work and Pensions (excl. agencies)","500","500","28710","31060"
"New entrant CS","2021","20-29","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","HM Courts and Tribunals Service","50","50","23010","22680"
"New entrant CS","2021","20-29","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","HM Prison and Probation Service","90","90","25120","25450"
"New entrant CS","2021","20-29","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Public Health England","60","50","28060","26880"
"New entrant CS","2021","20-29","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
