"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Scottish Government","Unknown","160","150","38870","37530"
"Leaver CS","2021","SEO/HEO","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Wales Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","340","340","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Other","170","170","35750","32700"
"Leaver CS","2021","Unknown","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Operational Delivery","610","530","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Operational Delivery","140","120","22130","22200"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Cabinet Office","Unknown","80","80","20560","20800"
"Leaver CS","2022","AA/AO","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Operational Delivery","80","70","21160","21130"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Operational Delivery","170","160","21490","21300"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Operational Delivery","450","380","21770","21840"
"Leaver CS","2022","AA/AO","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Counter Fraud","70","50","21690","21260"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Department for Work and Pensions","Operational Delivery","2400","2070","21390","21260"
