"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Planning","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Heterosexual / straight","EO","90","90","27540","27650"
"Leaver Dept.","2021","Policy","Heterosexual / straight","G6/G7","300","290","56540","54400"
"Leaver Dept.","2021","Policy","Heterosexual / straight","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Heterosexual / straight","SEO/HEO","400","390","36370","35200"
"Leaver Dept.","2021","Policy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","EO","70","70","28340","27760"
"Leaver Dept.","2021","Policy","Unknown","G6/G7","150","140","55420","53870"
"Leaver Dept.","2021","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO/HEO","320","310","35740","34330"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","G6/G7","80","70","58890","57460"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","SEO/HEO","150","150","34360","33300"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","AA/AO","270","260","21300","21010"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","EO","610","580","27710","27570"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","G6/G7","310","300","58010","56230"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","SEO/HEO","710","690","35090","34240"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","SEO/HEO","80","80","34880","34140"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","EO","70","70","27870","27570"
"Leaver Dept.","2021","Unknown","Undeclared","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SEO/HEO","80","80","35750","34550"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","830","780","21120","21010"
"Leaver Dept.","2021","Unknown","Unknown","EO","570","500","27990","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","440","320","56720","54700"
"Leaver Dept.","2021","Unknown","Unknown","SCS","70","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","1070","870","32710","32000"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","G6/G7","60","60","55310","53740"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","SEO/HEO","170","140","35950","36500"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","SEO/HEO","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","G6/G7","60","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","SEO/HEO","130","120","36580","36330"
"Leaver Dept.","2022","Communications","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
