"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","20-29","400","390","26290","26050"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","30-39","380","370","34890","33100"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","40-49","300","280","41570","38020"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","50-59","170","160","44100","40580"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","60-64","50","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30-39","90","80","34160","34530"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40-49","110","110","43070","40560"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50-59","100","90","53990","49250"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60-64","30","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","20-29","190","180","25120","23390"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","30-39","190","190","32140","27570"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","40-49","170","160","37440","31990"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","50-59","80","80","42990","34290"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","20-29","80","80","26650","26640"
"Leaver Dept.","2022","Greater Manchester","Unknown","30-39","60","50","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","20-29","50","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","20-29","440","430","32760","32330"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","30-39","500","470","43020","40070"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","40-49","380","350","50080","48860"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","50-59","280","250","52660","48860"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","60-64","60","50","63820","54630"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","20-29","120","120","32210","32000"
"Leaver Dept.","2022","Inner London - East","Unknown","30-39","110","110","45510","40170"
"Leaver Dept.","2022","Inner London - East","Unknown","40-49","150","140","52030","52610"
"Leaver Dept.","2022","Inner London - East","Unknown","50-59","130","120","63740","52610"
"Leaver Dept.","2022","Inner London - East","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared disabled","20-29","170","150","34880","33210"
"Leaver Dept.","2022","Inner London - West","Declared disabled","30-39","140","130","46110","43970"
"Leaver Dept.","2022","Inner London - West","Declared disabled","40-49","80","70","51300","42440"
"Leaver Dept.","2022","Inner London - West","Declared disabled","50-59","70","60","55890","52730"
"Leaver Dept.","2022","Inner London - West","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","20-29","1260","1190","36830","34550"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","30-39","1080","980","48630","51730"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","40-49","560","500","57010","54700"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","50-59","270","240","56960","54070"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","20-29","100","100","35440","34020"
"Leaver Dept.","2022","Inner London - West","Undeclared","30-39","90","90","45300","40960"
"Leaver Dept.","2022","Inner London - West","Undeclared","40-49","40","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","20-29","1020","750","35050","32000"
"Leaver Dept.","2022","Inner London - West","Unknown","30-39","630","400","45300","40650"
"Leaver Dept.","2022","Inner London - West","Unknown","40-49","300","150","56400","54860"
"Leaver Dept.","2022","Inner London - West","Unknown","50-59","180","70","53340","51370"
"Leaver Dept.","2022","Inner London - West","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","40-49","50","50","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","40-49","[c]","[c]","[c]","[c]"
